Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
hpGBCm6A_m6AC2_55C,1,91,87,4,45.10248032293339,0.5184193140567056,0.9715875071443764,0.970265995848766,-55.409809876564886,-45.831488129567255,45.1024803229334,1587.4172165082093,0.7200134124144535
