Date : 8/30/2019	Time : 14:02:13	
C:\UVWINLAB\DNA01U1.SP	
15.00	0.6749
15.20	0.6755
15.40	0.6762
15.60	0.6769
15.80	0.6774
16.00	0.6781
16.20	0.6788
16.40	0.6793
16.60	0.6805
16.80	0.6815
17.00	0.6824
17.20	0.6834
17.40	0.6845
17.60	0.6854
17.80	0.6860
18.00	0.6866
18.20	0.6872
18.40	0.6882
18.60	0.6891
18.80	0.6901
19.00	0.6911
19.20	0.6921
19.40	0.6931
19.60	0.6943
19.80	0.6956
20.00	0.6967
20.20	0.6974
20.40	0.6985
20.60	0.6996
20.80	0.7006
21.00	0.7022
21.20	0.7033
21.40	0.7044
21.60	0.7054
21.80	0.7066
22.00	0.7074
22.20	0.7088
22.40	0.7099
22.60	0.7111
22.80	0.7124
23.00	0.7135
23.20	0.7152
23.40	0.7164
23.60	0.7176
23.80	0.7191
24.00	0.7205
24.20	0.7219
24.40	0.7231
24.60	0.7243
24.80	0.7258
25.00	0.7275
25.20	0.7291
25.40	0.7304
25.60	0.7316
25.80	0.7329
26.00	0.7340
26.20	0.7349
26.40	0.7363
26.60	0.7374
26.80	0.7387
27.00	0.7397
27.20	0.7410
27.40	0.7421
27.60	0.7435
27.80	0.7444
28.00	0.7455
28.20	0.7463
28.40	0.7473
28.60	0.7478
28.80	0.7488
29.00	0.7494
29.20	0.7503
29.40	0.7510
29.60	0.7518
29.80	0.7524
30.00	0.7530
30.20	0.7540
30.40	0.7543
30.60	0.7550
30.80	0.7552
31.00	0.7564
31.20	0.7565
31.40	0.7574
31.60	0.7580
31.80	0.7584
32.00	0.7588
32.20	0.7594
32.50	0.7599
32.70	0.7604
33.00	0.7611
33.20	0.7616
33.50	0.7623
33.70	0.7627
34.00	0.7634
34.20	0.7637
34.50	0.7644
34.70	0.7649
35.00	0.7656
35.20	0.7660
35.50	0.7666
35.70	0.7670
36.00	0.7674
36.20	0.7683
36.50	0.7688
36.70	0.7690
37.00	0.7698
37.20	0.7701
37.50	0.7707
37.70	0.7709
38.00	0.7716
38.20	0.7719
38.50	0.7723
38.70	0.7728
39.00	0.7732
39.20	0.7733
39.50	0.7738
39.70	0.7743
40.00	0.7749
40.20	0.7752
40.50	0.7759
40.70	0.7759
41.00	0.7768
41.20	0.7771
41.50	0.7779
41.70	0.7782
42.00	0.7786
42.20	0.7790
42.50	0.7796
42.70	0.7796
43.00	0.7805
43.20	0.7810
43.50	0.7817
43.70	0.7819
44.00	0.7826
44.20	0.7829
44.50	0.7834
44.70	0.7834
45.00	0.7844
45.20	0.7845
45.50	0.7853
45.70	0.7859
46.00	0.7862
46.20	0.7867
46.50	0.7872
46.70	0.7872
47.00	0.7882
47.20	0.7886
47.50	0.7892
47.70	0.7895
48.00	0.7901
48.20	0.7904
48.50	0.7910
48.70	0.7910
49.00	0.7920
49.20	0.7923
49.50	0.7929
49.70	0.7934
50.00	0.7938
50.20	0.7940
50.50	0.7948
50.70	0.7948
51.00	0.7959
51.20	0.7964
51.50	0.7969
51.70	0.7974
52.00	0.7980
52.20	0.7985
52.50	0.7990
52.70	0.7990
53.00	0.7999
53.20	0.8002
53.50	0.8009
53.70	0.8013
54.00	0.8021
54.20	0.8024
54.50	0.8033
54.70	0.8033
55.00	0.8041
Date : 8/30/2019	Time : 14:59:47	


Date : 8/30/2019	Time : 14:59:47	
C:\UVWINLAB\DNA01D1.SP	
55.00	0.8059
54.80	0.8052
54.50	0.8044
54.30	0.8036
54.00	0.8028
53.80	0.8025
53.50	0.8022
53.30	0.8022
53.00	0.8023
52.80	0.8018
52.50	0.8008
52.30	0.8003
52.00	0.7996
51.80	0.7995
51.50	0.7987
51.30	0.7984
51.00	0.7979
50.80	0.7973
50.50	0.7966
50.30	0.7961
50.00	0.7953
49.80	0.7951
49.50	0.7950
49.30	0.7947
49.00	0.7945
48.80	0.7945
48.50	0.7935
48.30	0.7925
48.00	0.7919
47.80	0.7915
47.50	0.7912
47.30	0.7908
47.00	0.7909
46.80	0.7908
46.50	0.7898
46.30	0.7892
46.00	0.7887
45.80	0.7882
45.50	0.7877
45.30	0.7872
45.00	0.7866
44.80	0.7861
44.50	0.7857
44.30	0.7851
44.00	0.7849
43.80	0.7846
43.50	0.7834
43.30	0.7835
43.00	0.7827
42.80	0.7823
42.50	0.7814
42.30	0.7813
42.00	0.7808
41.80	0.7804
41.50	0.7800
41.30	0.7796
41.00	0.7789
40.80	0.7788
40.50	0.7781
40.30	0.7780
40.00	0.7773
39.80	0.7770
39.50	0.7763
39.30	0.7759
39.00	0.7753
38.80	0.7749
38.50	0.7744
38.30	0.7738
38.00	0.7732
37.80	0.7728
37.50	0.7722
37.30	0.7718
37.00	0.7712
36.80	0.7708
36.50	0.7704
36.30	0.7699
36.00	0.7691
35.80	0.7687
35.50	0.7680
35.30	0.7672
35.00	0.7669
34.80	0.7664
34.50	0.7656
34.30	0.7650
34.00	0.7643
33.80	0.7637
33.50	0.7628
33.30	0.7623
33.00	0.7616
32.80	0.7611
32.50	0.7601
32.30	0.7594
32.00	0.7586
31.80	0.7580
31.60	0.7572
31.40	0.7565
31.20	0.7559
31.00	0.7552
30.80	0.7541
30.60	0.7534
30.40	0.7528
30.20	0.7519
30.00	0.7509
29.80	0.7503
29.60	0.7491
29.40	0.7480
29.20	0.7470
29.00	0.7461
