Date : 9/3/2019	Time : 18:14:02	
C:\UVWINLAB\DNA21U1.SP	
15.00	0.6265
15.20	0.6274
15.40	0.6281
15.60	0.6286
15.80	0.6296
16.00	0.6303
16.20	0.6311
16.40	0.6321
16.60	0.6330
16.80	0.6336
17.00	0.6345
17.20	0.6352
17.40	0.6362
17.60	0.6371
17.80	0.6382
18.00	0.6389
18.20	0.6399
18.40	0.6408
18.60	0.6421
18.80	0.6430
19.00	0.6440
19.20	0.6452
19.40	0.6462
19.60	0.6472
19.80	0.6484
20.00	0.6495
20.20	0.6504
20.40	0.6515
20.60	0.6527
20.80	0.6543
21.00	0.6551
21.20	0.6561
21.40	0.6569
21.60	0.6580
21.80	0.6591
22.00	0.6608
22.20	0.6621
22.40	0.6633
22.60	0.6646
22.80	0.6657
23.00	0.6671
23.20	0.6684
23.40	0.6697
23.60	0.6708
23.80	0.6721
24.00	0.6731
24.20	0.6744
24.40	0.6759
24.60	0.6769
24.80	0.6784
25.00	0.6794
25.20	0.6803
25.40	0.6818
25.60	0.6829
25.80	0.6836
26.00	0.6845
26.20	0.6858
26.40	0.6868
26.60	0.6880
26.80	0.6891
27.00	0.6900
27.20	0.6910
27.40	0.6921
27.60	0.6931
27.80	0.6939
28.00	0.6950
28.20	0.6954
28.40	0.6963
28.60	0.6973
28.80	0.6982
29.00	0.6991
29.20	0.6997
29.40	0.7003
29.60	0.7009
29.80	0.7019
30.00	0.7026
30.20	0.7032
30.40	0.7037
30.60	0.7042
30.80	0.7047
31.00	0.7055
31.20	0.7061
31.40	0.7068
31.60	0.7074
31.80	0.7079
32.00	0.7085
32.20	0.7091
32.50	0.7098
32.70	0.7101
33.00	0.7110
33.20	0.7114
33.50	0.7122
33.70	0.7125
34.00	0.7131
34.20	0.7134
34.50	0.7140
34.70	0.7145
35.00	0.7151
35.20	0.7156
35.50	0.7165
35.70	0.7165
36.00	0.7172
36.20	0.7176
36.50	0.7182
36.70	0.7187
37.00	0.7192
37.20	0.7196
37.50	0.7205
37.70	0.7206
38.00	0.7212
38.20	0.7216
38.50	0.7223
38.70	0.7228
39.00	0.7230
39.20	0.7236
39.50	0.7240
39.70	0.7245
40.00	0.7252
40.20	0.7256
40.50	0.7259
40.70	0.7259
41.00	0.7269
41.20	0.7274
41.50	0.7278
41.70	0.7281
42.00	0.7287
42.20	0.7290
42.50	0.7296
42.70	0.7296
43.00	0.7306
43.20	0.7312
43.50	0.7318
43.70	0.7320
44.00	0.7326
44.20	0.7329
44.50	0.7335
44.70	0.7335
45.00	0.7345
45.20	0.7346
45.50	0.7357
45.70	0.7358
46.00	0.7364
46.20	0.7370
46.50	0.7375
46.70	0.7375
47.00	0.7383
47.20	0.7389
47.50	0.7397
47.70	0.7399
48.00	0.7405
48.20	0.7407
48.50	0.7415
48.70	0.7415
49.00	0.7424
49.20	0.7428
49.50	0.7436
49.70	0.7439
50.00	0.7446
Date : 9/3/2019	Time : 18:59:44	


Date : 9/3/2019	Time : 18:59:44	
C:\UVWINLAB\DNA21D1.SP	
50.00	0.7437
49.80	0.7433
49.50	0.7430
49.30	0.7431
49.00	0.7431
48.80	0.7429
48.50	0.7423
48.30	0.7419
48.00	0.7411
47.80	0.7407
47.50	0.7401
47.30	0.7394
47.00	0.7389
46.80	0.7385
46.50	0.7379
46.30	0.7377
46.00	0.7375
45.80	0.7367
45.50	0.7361
45.30	0.7358
45.00	0.7353
44.80	0.7349
44.50	0.7343
44.30	0.7341
44.00	0.7336
43.80	0.7334
43.50	0.7329
43.30	0.7324
43.00	0.7321
42.80	0.7315
42.50	0.7310
42.30	0.7308
42.00	0.7300
41.80	0.7296
41.50	0.7292
41.30	0.7287
41.00	0.7280
40.80	0.7278
40.50	0.7272
40.30	0.7270
40.00	0.7265
39.80	0.7261
39.50	0.7254
39.30	0.7253
39.00	0.7247
38.80	0.7241
38.50	0.7237
38.30	0.7229
38.00	0.7224
37.80	0.7223
37.50	0.7216
37.30	0.7214
37.00	0.7206
36.80	0.7203
36.50	0.7198
36.30	0.7193
36.00	0.7185
35.80	0.7180
35.50	0.7173
35.30	0.7170
35.00	0.7162
34.80	0.7157
34.50	0.7151
34.30	0.7145
34.00	0.7136
33.80	0.7131
33.50	0.7126
33.30	0.7122
33.00	0.7110
32.80	0.7108
32.50	0.7098
32.30	0.7091
32.00	0.7083
31.80	0.7077
31.60	0.7070
31.40	0.7061
31.20	0.7053
31.00	0.7045
30.80	0.7039
30.60	0.7032
30.40	0.7024
30.20	0.7016
30.00	0.7009
29.80	0.7001
29.60	0.6990
29.40	0.6980
29.20	0.6969
29.00	0.6960
28.80	0.6951
28.60	0.6940
28.40	0.6929
28.20	0.6919
28.00	0.6909
27.80	0.6898
27.60	0.6886
27.40	0.6878
27.20	0.6865
27.00	0.6850
26.80	0.6838
26.60	0.6825
26.40	0.6813
26.20	0.6799
26.00	0.6787
25.80	0.6773
25.60	0.6759
25.40	0.6743
25.20	0.6735
25.00	0.6723
24.80	0.6711
24.60	0.6698
24.40	0.6687
24.20	0.6674
24.00	0.6661
23.80	0.6651
23.60	0.6642
23.40	0.6629
23.20	0.6616
23.00	0.6600
22.80	0.6589
22.60	0.6576
22.40	0.6567
22.20	0.6553
22.00	0.6542
21.80	0.6531
21.60	0.6519
21.40	0.6509
21.20	0.6500
21.00	0.6487
20.80	0.6478
20.60	0.6466
20.40	0.6455
20.20	0.6446
20.00	0.6436
19.80	0.6428
19.60	0.6416
19.40	0.6409
19.20	0.6403
19.00	0.6394
18.80	0.6386
18.60	0.6377
18.40	0.6366
18.20	0.6360
18.00	0.6350
17.80	0.6344
17.60	0.6337
17.40	0.6328
17.20	0.6323
17.00	0.6313
16.80	0.6306
16.60	0.6298
16.40	0.6292
16.20	0.6285
16.00	0.6282
15.80	0.6291
