Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
33,0.485601024627,0.000830723486608,0.487761733596,0.00202532474219,-85.86207,9.9990191369,0.2
34,0.480919623834,0.000830723486608,0.477867010667,0.00202532474219,-76.55173,9.9990191369,0.2
35,0.474033901498,0.000830723486608,0.470294374122,0.00202532474219,-67.24138,9.9990191369,0.2
36,0.460856943974,0.000830723486608,0.458676389304,0.00202532474219,-57.93103,9.9990191369,0.2
37,0.439793756787,0.000830723486608,0.442190391343,0.00202532474219,-48.62069,9.9990191369,0.2
38,0.409780911353,0.000830723486608,0.406346235053,0.00202532474219,-39.31034,9.9990191369,0.2
39,0.356763223753,0.000830723486608,0.358893878378,0.00202532474219,-30.0,9.9990191369,0.2
40,0.306882398194,0.000830723486608,0.303665815249,0.00202532474219,30.0,9.9990191369,0.2
41,0.382105649933,0.000830723486608,0.374075199379,0.00202532474219,39.59184,9.9990191369,0.2
42,0.428776601049,0.000830723486608,0.421704104999,0.00202532474219,49.18367,9.9990191369,0.2
43,0.443262439414,0.000830723486608,0.445388442009,0.00202532474219,58.77551,9.9990191369,0.2
44,0.464670803113,0.000830723486608,0.462895454187,0.00202532474219,68.36735,9.9990191369,0.2
45,0.470355679217,0.000830723486608,0.469015788986,0.00202532474219,77.95918,9.9990191369,0.2
46,0.484485953126,0.000830723486608,0.484610116074,0.00202532474219,87.55102,9.9990191369,0.2
47,0.486990634626,0.000830723486608,0.486569491793,0.00202532474219,97.14286,9.9990191369,0.2
48,0.49333380953,0.000830723486608,0.48836055809,0.00202532474219,106.7347,9.9990191369,0.2
49,0.493391685213,0.000830723486608,0.487676076888,0.00202532474219,116.3265,9.9990191369,0.2
50,0.493225181324,0.000830723486608,0.496690629946,0.00202532474219,125.9184,9.9990191369,0.2
51,0.49998298356,0.000830723486608,0.500292331407,0.00202532474219,135.5102,9.9990191369,0.2
52,0.495501921671,0.000830723486608,0.494897503768,0.00202532474219,145.102,9.9990191369,0.2
53,0.503433561486,0.000830723486608,0.504009729503,0.00202532474219,154.6939,9.9990191369,0.2
54,0.498214658832,0.000830723486608,0.496752941338,0.00202532474219,164.2857,9.9990191369,0.2
55,0.505519163678,0.000830723486608,0.502517088427,0.00202532474219,173.8775,9.9990191369,0.2
56,0.505983653137,0.000830723486608,0.502214371788,0.00202532474219,183.4694,9.9990191369,0.2
57,0.506132052325,0.000830723486608,0.506711606398,0.00202532474219,193.0612,9.9990191369,0.2
58,0.500970431759,0.000830723486608,0.500895018178,0.00202532474219,202.6531,9.9990191369,0.2
59,0.506922426402,0.000830723486608,0.505111336554,0.00202532474219,212.2449,9.9990191369,0.2
60,0.50450411323,0.000830723486608,0.506034334779,0.00202532474219,221.8367,9.9990191369,0.2
61,0.503122516787,0.000830723486608,0.5008624034,0.00202532474219,231.4286,9.9990191369,0.2
62,0.509998147978,0.000830723486608,0.511201202284,0.00202532474219,241.0204,9.9990191369,0.2
63,0.508839447116,0.000830723486608,0.509407131994,0.00202532474219,250.6122,9.9990191369,0.2
64,0.50755163896,0.000830723486608,0.505753933514,0.00202532474219,260.2041,9.9990191369,0.2
65,0.505372842078,0.000830723486608,0.502615533561,0.00202532474219,269.7959,9.9990191369,0.2
66,0.508905633154,0.000830723486608,0.510871278053,0.00202532474219,279.3878,9.9990191369,0.2
67,0.503352535529,0.000830723486608,0.505048939333,0.00202532474219,288.9796,9.9990191369,0.2
68,0.51027743525,0.000830723486608,0.51228624446,0.00202532474219,298.5714,9.9990191369,0.2
69,0.507946084003,0.000830723486608,0.505248061137,0.00202532474219,308.1633,9.9990191369,0.2
70,0.509188482007,0.000830723486608,0.511065593469,0.00202532474219,317.7551,9.9990191369,0.2
71,0.509614684476,0.000830723486608,0.508991379399,0.00202532474219,327.3469,9.9990191369,0.2
72,0.509072137043,0.000830723486608,0.509928968446,0.00202532474219,336.9388,9.9990191369,0.2
73,0.509199166748,0.000830723486608,0.511269779146,0.00202532474219,346.5306,9.9990191369,0.2
74,0.504927941311,0.000830723486608,0.504199667673,0.00202532474219,356.1224,9.9990191369,0.2
75,0.508826387988,0.000830723486608,0.50821497602,0.00202532474219,365.7143,9.9990191369,0.2
76,0.503103224892,0.000830723486608,0.503240192393,0.00202532474219,375.3061,9.9990191369,0.2
77,0.50163377613,0.000830723486608,0.498777460785,0.00202532474219,384.8979,9.9990191369,0.2
78,0.50071785634,0.000830723486608,0.497895059376,0.00202532474219,394.4898,9.9990191369,0.2
79,0.503974328128,0.000830723486608,0.503349709385,0.00202532474219,404.0816,9.9990191369,0.2
80,0.49340147956,0.000830723486608,0.495584302336,0.00202532474219,413.6735,9.9990191369,0.2
81,0.495545254234,0.000830723486608,0.492880537217,0.00202532474219,423.2653,9.9990191369,0.2
82,0.498867615261,0.000830723486608,0.496663336526,0.00202532474219,432.8571,9.9990191369,0.2
83,0.503524381789,0.000830723486608,0.50667581597,0.00202532474219,442.449,9.9990191369,0.2
84,0.505945069348,0.000830723486608,0.507221255223,0.00202532474219,452.0408,9.9990191369,0.2
85,0.504542697019,0.000830723486608,0.503487549738,0.00202532474219,461.6327,9.9990191369,0.2
86,0.507886130731,0.000830723486608,0.505797963465,0.00202532474219,471.2245,9.9990191369,0.2
87,0.510299695129,0.000830723486608,0.508995070019,0.00202532474219,480.8163,9.9990191369,0.2
88,0.512176648062,0.000830723486608,0.507670824193,0.00202532474219,490.4082,9.9990191369,0.2
89,0.509335397203,0.000830723486608,0.507975257399,0.00202532474219,500.0,9.9990191369,0.2
90,0.505294487307,0.000830723486608,0.503844595731,0.00202532474219,500.0,9.9990191369,0.2
91,0.50695210624,0.000830723486608,0.505016667868,0.00202532474219,555.5555,9.9990191369,0.2
92,0.508272859015,0.000830723486608,0.510262840782,0.00202532474219,611.1111,9.9990191369,0.2
93,0.508275530201,0.000830723486608,0.508084259421,0.00202532474219,666.6667,9.9990191369,0.2
94,0.514901850756,0.000830723486608,0.515334352974,0.00202532474219,722.2222,9.9990191369,0.2
95,0.510483710122,0.000830723486608,0.509322934369,0.00202532474219,777.7778,9.9990191369,0.2
96,0.510557019321,0.000830723486608,0.514476155164,0.00202532474219,833.3333,9.9990191369,0.2
97,0.511764395117,0.000830723486608,0.510600146252,0.00202532474219,888.8889,9.9990191369,0.2
98,0.507286894808,0.000830723486608,0.51057139375,0.00202532474219,944.4445,9.9990191369,0.2
99,0.51007828354,0.000830723486608,0.510943373879,0.00202532474219,1000.0,9.9990191369,0.2
0,0.508265856413,0.00149711452285,0.511759121309,0.000822048313443,-1000.0,40.0000738328,0.2
1,0.511788796311,0.00149711452285,0.514665736774,0.000822048313443,-922.2222,40.0000738328,0.2
2,0.509205685093,0.00149711452285,0.514285294699,0.000822048313443,-844.4445,40.0000738328,0.2
3,0.507919650866,0.00149711452285,0.511078662129,0.000822048313443,-766.6667,40.0000738328,0.2
4,0.508796207497,0.00149711452285,0.511448133237,0.000822048313443,-688.8889,40.0000738328,0.2
5,0.509302383884,0.00149711452285,0.510392674273,0.000822048313443,-611.1111,40.0000738328,0.2
6,0.49806114945,0.00149711452285,0.503835577151,0.000822048313443,-533.3333,40.0000738328,0.2
7,0.493894744759,0.00149711452285,0.497586876534,0.000822048313443,-455.5555,40.0000738328,0.2
8,0.494323621803,0.00149711452285,0.493817355553,0.000822048313443,-377.7778,40.0000738328,0.2
9,0.481370759082,0.00149711452285,0.484016048136,0.000822048313443,-300.0,40.0000738328,0.2
10,0.478391302202,0.00149711452285,0.483779610816,0.000822048313443,-300.0,40.0000738328,0.2
11,0.476509555671,0.00149711452285,0.476668868539,0.000822048313443,-290.6897,40.0000738328,0.2
12,0.472374488551,0.00149711452285,0.473383970638,0.000822048313443,-281.3793,40.0000738328,0.2
13,0.467485230553,0.00149711452285,0.470222344954,0.000822048313443,-272.069,40.0000738328,0.2
14,0.472327929874,0.00149711452285,0.473261994205,0.000822048313443,-262.7586,40.0000738328,0.2
15,0.468251359553,0.00149711452285,0.469571343255,0.000822048313443,-253.4483,40.0000738328,0.2
16,0.465238774385,0.00149711452285,0.467571517178,0.000822048313443,-244.1379,40.0000738328,0.2
17,0.45954757302,0.00149711452285,0.461151773122,0.000822048313443,-234.8276,40.0000738328,0.2
18,0.450303287998,0.00149711452285,0.456007944018,0.000822048313443,-225.5172,40.0000738328,0.2
19,0.450464154196,0.00149711452285,0.452348046333,0.000822048313443,-216.2069,40.0000738328,0.2
20,0.441974955411,0.00149711452285,0.44383042857,0.000822048313443,-206.8965,40.0000738328,0.2
21,0.437914800009,0.00149711452285,0.441936856751,0.000822048313443,-197.5862,40.0000738328,0.2
22,0.430834299658,0.00149711452285,0.427520918267,0.000822048313443,-188.2759,40.0000738328,0.2
23,0.42604263581,0.00149711452285,0.424404731396,0.000822048313443,-178.9655,40.0000738328,0.2
24,0.417807420578,0.00149711452285,0.417208121857,0.000822048313443,-169.6552,40.0000738328,0.2
25,0.408595965392,0.00149711452285,0.407170463505,0.000822048313443,-160.3448,40.0000738328,0.2
26,0.398370366715,0.00149711452285,0.395921420225,0.000822048313443,-151.0345,40.0000738328,0.2
27,0.381774884419,0.00149711452285,0.38402483067,0.000822048313443,-141.7241,40.0000738328,0.2
28,0.369996136028,0.00149711452285,0.371509893164,0.000822048313443,-132.4138,40.0000738328,0.2
29,0.347391002953,0.00149711452285,0.347416524178,0.000822048313443,-123.1034,40.0000738328,0.2
30,0.331303487762,0.00149711452285,0.329249723998,0.000822048313443,-113.7931,40.0000738328,0.2
31,0.311319070991,0.00149711452285,0.312013728396,0.000822048313443,-104.4828,40.0000738328,0.2
32,0.280589030935,0.00149711452285,0.282730745951,0.000822048313443,-95.17242,40.0000738328,0.2
33,0.24669998464,0.00149711452285,0.249143774969,0.000822048313443,-85.86207,40.0000738328,0.2
34,0.211850009033,0.00149711452285,0.217707804822,0.000822048313443,-76.55173,40.0000738328,0.2
35,0.183691559907,0.00149711452285,0.188576601833,0.000822048313443,-67.24138,40.0000738328,0.2
36,0.12986196944,0.00149711452285,0.129663971629,0.000822048313443,-57.93103,40.0000738328,0.2
37,0.102553096789,0.00149711452285,0.10131378063,0.000822048313443,-48.62069,40.0000738328,0.2
38,0.0461598840888,0.00149711452285,0.0553861291257,0.000822048313443,-39.31034,40.0000738328,0.2
39,0.0298083931367,0.00149711452285,0.0378619339657,0.000822048313443,-30.0,40.0000738328,0.2
40,0.0141669100717,0.00149711452285,0.0168689000985,0.000822048313443,30.0,40.0000738328,0.2
41,0.0461480056571,0.00149711452285,0.0434429950225,0.000822048313443,39.59184,40.0000738328,0.2
42,0.0751363035116,0.00149711452285,0.0787538247214,0.000822048313443,49.18367,40.0000738328,0.2
43,0.116947786234,0.00149711452285,0.114021271584,0.000822048313443,58.77551,40.0000738328,0.2
44,0.153099464854,0.00149711452285,0.151991187519,0.000822048313443,68.36735,40.0000738328,0.2
45,0.19406175909,0.00149711452285,0.190925684793,0.000822048313443,77.95918,40.0000738328,0.2
46,0.225471257379,0.00149711452285,0.226591524654,0.000822048313443,87.55102,40.0000738328,0.2
47,0.257971750821,0.00149711452285,0.258631502746,0.000822048313443,97.14286,40.0000738328,0.2
48,0.288049163575,0.00149711452285,0.28792934351,0.000822048313443,106.7347,40.0000738328,0.2
49,0.308473321082,0.00149711452285,0.308174580641,0.000822048313443,116.3265,40.0000738328,0.2
50,0.333581281502,0.00149711452285,0.328901590128,0.000822048313443,125.9184,40.0000738328,0.2
51,0.353663889329,0.00149711452285,0.351444165259,0.000822048313443,135.5102,40.0000738328,0.2
52,0.367419590777,0.00149711452285,0.364177744657,0.000822048313443,145.102,40.0000738328,0.2
53,0.37694113869,0.00149711452285,0.373184823091,0.000822048313443,154.6939,40.0000738328,0.2
54,0.394605082934,0.00149711452285,0.39804253165,0.000822048313443,164.2857,40.0000738328,0.2
55,0.405624865199,0.00149711452285,0.402691803333,0.000822048313443,173.8775,40.0000738328,0.2
56,0.412750133508,0.00149711452285,0.413584506114,0.000822048313443,183.4694,40.0000738328,0.2
57,0.418617422177,0.00149711452285,0.420634173788,0.000822048313443,193.0612,40.0000738328,0.2
58,0.426124113495,0.00149711452285,0.42305564786,0.000822048313443,202.6531,40.0000738328,0.2
59,0.432345964397,0.00149711452285,0.431221935486,0.000822048313443,212.2449,40.0000738328,0.2
60,0.437426232352,0.00149711452285,0.435736532057,0.000822048313443,221.8367,40.0000738328,0.2
61,0.441456243996,0.00149711452285,0.438239726883,0.000822048313443,231.4286,40.0000738328,0.2
62,0.448194418689,0.00149711452285,0.448126383249,0.000822048313443,241.0204,40.0000738328,0.2
63,0.446196573918,0.00149711452285,0.447035333428,0.000822048313443,250.6122,40.0000738328,0.2
64,0.447698986613,0.00149711452285,0.449234364643,0.000822048313443,260.2041,40.0000738328,0.2
65,0.455969120853,0.00149711452285,0.45289167076,0.000822048313443,269.7959,40.0000738328,0.2
66,0.455809448467,0.00149711452285,0.455911537715,0.000822048313443,279.3878,40.0000738328,0.2
67,0.456259814131,0.00149711452285,0.458097611093,0.000822048313443,288.9796,40.0000738328,0.2
68,0.459860053371,0.00149711452285,0.461078690925,0.000822048313443,298.5714,40.0000738328,0.2
69,0.459249716868,0.00149711452285,0.453312886827,0.000822048313443,308.1633,40.0000738328,0.2
70,0.461318295013,0.00149711452285,0.461022281144,0.000822048313443,317.7551,40.0000738328,0.2
71,0.458604759809,0.00149711452285,0.462639246349,0.000822048313443,327.3469,40.0000738328,0.2
72,0.461398877339,0.00149711452285,0.458147714727,0.000822048313443,336.9388,40.0000738328,0.2
73,0.456349350049,0.00149711452285,0.454906700699,0.000822048313443,346.5306,40.0000738328,0.2
74,0.453461816712,0.00149711452285,0.454294054196,0.000822048313443,356.1224,40.0000738328,0.2
75,0.45004781218,0.00149711452285,0.45527824506,0.000822048313443,365.7143,40.0000738328,0.2
76,0.445342998172,0.00149711452285,0.447563581223,0.000822048313443,375.3061,40.0000738328,0.2
77,0.442751231815,0.00149711452285,0.441617662049,0.000822048313443,384.8979,40.0000738328,0.2
78,0.435131725242,0.00149711452285,0.439010199833,0.000822048313443,394.4898,40.0000738328,0.2
79,0.436850814856,0.00149711452285,0.431060135303,0.000822048313443,404.0816,40.0000738328,0.2
80,0.430505105935,0.00149711452285,0.433821795772,0.000822048313443,413.6735,40.0000738328,0.2
81,0.435793395672,0.00149711452285,0.438275749668,0.000822048313443,423.2653,40.0000738328,0.2
82,0.442396968035,0.00149711452285,0.446851936851,0.000822048313443,432.8571,40.0000738328,0.2
83,0.445806495771,0.00149711452285,0.443162149757,0.000822048313443,442.449,40.0000738328,0.2
84,0.458016210378,0.00149711452285,0.461182180844,0.000822048313443,452.0408,40.0000738328,0.2
85,0.46287651843,0.00149711452285,0.466834907375,0.000822048313443,461.6327,40.0000738328,0.2
86,0.471609851816,0.00149711452285,0.469622483516,0.000822048313443,471.2245,40.0000738328,0.2
87,0.475471535935,0.00149711452285,0.478120923681,0.000822048313443,480.8163,40.0000738328,0.2
88,0.48391686212,0.00149711452285,0.484423442511,0.000822048313443,490.4082,40.0000738328,0.2
89,0.48492891644,0.00149711452285,0.488863574716,0.000822048313443,500.0,40.0000738328,0.2
90,0.485798310199,0.00149711452285,0.487654522199,0.000822048313443,500.0,40.0000738328,0.2
91,0.49454388016,0.00149711452285,0.495380329774,0.000822048313443,555.5555,40.0000738328,0.2
92,0.501681086592,0.00149711452285,0.503732000845,0.000822048313443,611.1111,40.0000738328,0.2
93,0.50232305912,0.00149711452285,0.508250398381,0.000822048313443,666.6667,40.0000738328,0.2
94,0.505881514932,0.00149711452285,0.510042726306,0.000822048313443,722.2222,40.0000738328,0.2
95,0.507749831076,0.00149711452285,0.506389221153,0.000822048313443,777.7778,40.0000738328,0.2
96,0.50671479587,0.00149711452285,0.508392848196,0.000822048313443,833.3333,40.0000738328,0.2
97,0.509569797824,0.00149711452285,0.507617278497,0.000822048313443,888.8889,40.0000738328,0.2
98,0.513187347341,0.00149711452285,0.517423423506,0.000822048313443,944.4445,40.0000738328,0.2
99,0.510837626415,0.00149711452285,0.506883605803,0.000822048313443,1000.0,40.0000738328,0.2
0,0.51528604996,0.000913521918711,0.515977860479,0.00200245282835,-1000.0,20.0008596832,0.2
1,0.51525406129,0.000913521918711,0.514567561955,0.00200245282835,-922.2222,20.0008596832,0.2
2,0.518120784235,0.000913521918711,0.516682794007,0.00200245282835,-844.4445,20.0008596832,0.2
3,0.51140944172,0.000913521918711,0.508283824699,0.00200245282835,-766.6667,20.0008596832,0.2
4,0.513788262709,0.000913521918711,0.516571043619,0.00200245282835,-688.8889,20.0008596832,0.2
5,0.514049852299,0.000913521918711,0.514842666384,0.00200245282835,-611.1111,20.0008596832,0.2
6,0.508400414039,0.000913521918711,0.508154384096,0.00200245282835,-533.3333,20.0008596832,0.2
7,0.510195367064,0.000913521918711,0.513314835792,0.00200245282835,-455.5555,20.0008596832,0.2
8,0.5127105136,0.000913521918711,0.511675772573,0.00200245282835,-377.7778,20.0008596832,0.2
9,0.507312201346,0.000913521918711,0.5081653434,0.00200245282835,-300.0,20.0008596832,0.2
10,0.507946294511,0.000913521918711,0.510792815068,0.00200245282835,-300.0,20.0008596832,0.2
11,0.506853597425,0.000913521918711,0.50878484613,0.00200245282835,-290.6897,20.0008596832,0.2
12,0.503460406746,0.000913521918711,0.504863831361,0.00200245282835,-281.3793,20.0008596832,0.2
13,0.505245793066,0.000913521918711,0.506922886192,0.00200245282835,-272.069,20.0008596832,0.2
14,0.504577319555,0.000913521918711,0.501829225847,0.00200245282835,-262.7586,20.0008596832,0.2
15,0.499117421637,0.000913521918711,0.499255256295,0.00200245282835,-253.4483,20.0008596832,0.2
16,0.503986575521,0.000913521918711,0.505263630239,0.00200245282835,-244.1379,20.0008596832,0.2
17,0.503285216461,0.000913521918711,0.505056266392,0.00200245282835,-234.8276,20.0008596832,0.2
18,0.502335123071,0.000913521918711,0.501255458798,0.00200245282835,-225.5172,20.0008596832,0.2
19,0.489904086807,0.000913521918711,0.487787595448,0.00200245282835,-216.2069,20.0008596832,0.2
20,0.497326355086,0.000913521918711,0.492912753006,0.00200245282835,-206.8965,20.0008596832,0.2
21,0.496630078338,0.000913521918711,0.499189241587,0.00200245282835,-197.5862,20.0008596832,0.2
22,0.495203742415,0.000913521918711,0.496040469461,0.00200245282835,-188.2759,20.0008596832,0.2
23,0.492410862475,0.000913521918711,0.493551154064,0.00200245282835,-178.9655,20.0008596832,0.2
24,0.488838296078,0.000913521918711,0.487806752657,0.00200245282835,-169.6552,20.0008596832,0.2
25,0.483932669132,0.000913521918711,0.486539615441,0.00200245282835,-160.3448,20.0008596832,0.2
26,0.480941579023,0.000913521918711,0.478074890306,0.00200245282835,-151.0345,20.0008596832,0.2
27,0.477477833895,0.000913521918711,0.478832117838,0.00200245282835,-141.7241,20.0008596832,0.2
28,0.474396159048,0.000913521918711,0.474517603634,0.00200245282835,-132.4138,20.0008596832,0.2
29,0.467211563595,0.000913521918711,0.468458488974,0.00200245282835,-123.1034,20.0008596832,0.2
30,0.459130687468,0.000913521918711,0.463798454652,0.00200245282835,-113.7931,20.0008596832,0.2
31,0.451616339653,0.000913521918711,0.448723456766,0.00200245282835,-104.4828,20.0008596832,0.2
32,0.437338331405,0.000913521918711,0.43369419456,0.00200245282835,-95.17242,20.0008596832,0.2
33,0.417630919112,0.000913521918711,0.416620029697,0.00200245282835,-85.86207,20.0008596832,0.2
34,0.398135170167,0.000913521918711,0.397903349865,0.00200245282835,-76.55173,20.0008596832,0.2
35,0.366504354894,0.000913521918711,0.365990373071,0.00200245282835,-67.24138,20.0008596832,0.2
36,0.337392871589,0.000913521918711,0.335158829374,0.00200245282835,-57.93103,20.0008596832,0.2
37,0.296957757915,0.000913521918711,0.291989093622,0.00200245282835,-48.62069,20.0008596832,0.2
38,0.234098108353,0.000913521918711,0.235294972124,0.00200245282835,-39.31034,20.0008596832,0.2
39,0.150681164344,0.000913521918711,0.152898175118,0.00200245282835,-30.0,20.0008596832,0.2
40,0.107304856907,0.000913521918711,0.10540969677,0.00200245282835,30.0,20.0008596832,0.2
41,0.189956075869,0.000913521918711,0.187695606326,0.00200245282835,39.59184,20.0008596832,0.2
42,0.259116177966,0.000913521918711,0.257830063472,0.00200245282835,49.18367,20.0008596832,0.2
43,0.313693153717,0.000913521918711,0.313356371843,0.00200245282835,58.77551,20.0008596832,0.2
44,0.357565763872,0.000913521918711,0.355864407228,0.00200245282835,68.36735,20.0008596832,0.2
45,0.384183027808,0.000913521918711,0.385007786571,0.00200245282835,77.95918,20.0008596832,0.2
46,0.409335390042,0.000913521918711,0.407711150704,0.00200245282835,87.55102,20.0008596832,0.2
47,0.428259229404,0.000913521918711,0.42411550359,0.00200245282835,97.14286,20.0008596832,0.2
48,0.438542241437,0.000913521918711,0.436856514803,0.00200245282835,106.7347,20.0008596832,0.2
49,0.446057486131,0.000913521918711,0.446381617363,0.00200245282835,116.3265,20.0008596832,0.2
50,0.457168317106,0.000913521918711,0.457832796107,0.00200245282835,125.9184,20.0008596832,0.2
51,0.466958045913,0.000913521918711,0.463262139084,0.00200245282835,135.5102,20.0008596832,0.2
52,0.471609258298,0.000913521918711,0.473886278663,0.00200245282835,145.102,20.0008596832,0.2
53,0.471696554481,0.000913521918711,0.469146595223,0.00200245282835,154.6939,20.0008596832,0.2
54,0.483139529495,0.000913521918711,0.478775250266,0.00200245282835,164.2857,20.0008596832,0.2
55,0.479633930033,0.000913521918711,0.479816470483,0.00200245282835,173.8775,20.0008596832,0.2
56,0.48951274878,0.000913521918711,0.484438794442,0.00200245282835,183.4694,20.0008596832,0.2
57,0.487875646388,0.000913521918711,0.486528569842,0.00200245282835,193.0612,20.0008596832,0.2
58,0.490495727719,0.000913521918711,0.488638796858,0.00200245282835,202.6531,20.0008596832,0.2
59,0.49504738658,0.000913521918711,0.489159752141,0.00200245282835,212.2449,20.0008596832,0.2
60,0.491397389665,0.000913521918711,0.489512348346,0.00200245282835,221.8367,20.0008596832,0.2
61,0.497278222602,0.000913521918711,0.499316265966,0.00200245282835,231.4286,20.0008596832,0.2
62,0.494546330406,0.000913521918711,0.494991137633,0.00200245282835,241.0204,20.0008596832,0.2
63,0.500688155014,0.000913521918711,0.502347074556,0.00200245282835,250.6122,20.0008596832,0.2
64,0.499033414009,0.000913521918711,0.49621530057,0.00200245282835,260.2041,20.0008596832,0.2
65,0.497014839255,0.000913521918711,0.492666125509,0.00200245282835,269.7959,20.0008596832,0.2
66,0.495432446457,0.000913521918711,0.498345547732,0.00200245282835,279.3878,20.0008596832,0.2
67,0.497871059352,0.000913521918711,0.498994908094,0.00200245282835,288.9796,20.0008596832,0.2
68,0.501170376738,0.000913521918711,0.497492879329,0.00200245282835,298.5714,20.0008596832,0.2
69,0.499632827869,0.000913521918711,0.497938759062,0.00200245282835,308.1633,20.0008596832,0.2
70,0.499047764067,0.000913521918711,0.498257441828,0.00200245282835,317.7551,20.0008596832,0.2
71,0.502025998916,0.000913521918711,0.503757459374,0.00200245282835,327.3469,20.0008596832,0.2
72,0.500529108544,0.000913521918711,0.497858247006,0.00200245282835,336.9388,20.0008596832,0.2
73,0.500495625076,0.000913521918711,0.497538010952,0.00200245282835,346.5306,20.0008596832,0.2
74,0.497307819595,0.000913521918711,0.49616749384,0.00200245282835,356.1224,20.0008596832,0.2
75,0.494769653176,0.000913521918711,0.495169420492,0.00200245282835,365.7143,20.0008596832,0.2
76,0.492087986182,0.000913521918711,0.492057582084,0.00200245282835,375.3061,20.0008596832,0.2
77,0.483862712601,0.000913521918711,0.484233329057,0.00200245282835,384.8979,20.0008596832,0.2
78,0.480204045859,0.000913521918711,0.478284411497,0.00200245282835,394.4898,20.0008596832,0.2
79,0.471519570439,0.000913521918711,0.467744063135,0.00200245282835,404.0816,20.0008596832,0.2
80,0.472778489025,0.000913521918711,0.473436602006,0.00200245282835,413.6735,20.0008596832,0.2
81,0.475184814291,0.000913521918711,0.475655472835,0.00200245282835,423.2653,20.0008596832,0.2
82,0.479354402872,0.000913521918711,0.476864793249,0.00200245282835,432.8571,20.0008596832,0.2
83,0.492026101559,0.000913521918711,0.488576320193,0.00200245282835,442.449,20.0008596832,0.2
84,0.49755984248,0.000913521918711,0.500883360209,0.00200245282835,452.0408,20.0008596832,0.2
85,0.497450423292,0.000913521918711,0.496181904894,0.00200245282835,461.6327,20.0008596832,0.2
86,0.498180781426,0.000913521918711,0.497945058504,0.00200245282835,471.2245,20.0008596832,0.2
