o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1400,-3.9,9.75,3.2,12.67,28.91,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1485,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,150,1401,-3.9,9.75,3.2,12.67,25.36,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1487,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,200,1402,-3.9,9.75,3.2,12.67,22.85,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1494,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,250,1403,-3.9,9.75,3.2,12.67,20.89,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1512,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,300,1404,-3.9,9.75,3.2,12.67,19.3,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1488,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,400,1405,-3.9,9.75,3.2,12.67,16.78,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1527,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,500,1406,-3.9,9.75,3.2,12.67,14.83,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1483,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,600,1407,-3.9,9.75,3.2,12.67,13.23,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1494,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,700,1408,-3.9,9.75,3.2,12.67,11.88,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1518,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,900,1409,-3.9,9.75,3.2,12.67,9.68,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1509,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,1000,1410,-3.9,9.75,3.2,12.67,8.76,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1504,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,1200,1411,-3.9,9.75,3.2,12.67,7.16,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1493,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,1600,1412,-3.9,9.75,3.2,12.67,4.64,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1516,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,2000,1413,-3.9,9.75,3.2,12.67,2.69,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1483,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,2500,1414,-3.9,9.75,3.2,12.67,0.74,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1501,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,3000,1415,-3.9,9.75,3.2,12.67,-0.86,0,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,0,303.1491,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1416,-3.9,9.75,3.2,12.67,28.91,-30,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,30,303.1505,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1417,-3.9,9.75,3.2,12.67,28.91,-60,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,60,303.1483,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1418,-3.9,9.75,3.2,12.67,28.91,-90,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,90,303.1499,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1419,-3.9,9.75,3.2,12.67,28.91,-120,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,120,303.1502,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1420,-3.9,9.75,3.2,12.67,28.91,-150,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,150,303.1522,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1421,-3.9,9.75,3.2,12.67,28.91,-200,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,200,303.1493,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1422,-3.9,9.75,3.2,12.67,28.91,-250,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,250,303.1513,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1423,-3.9,9.75,3.2,12.67,28.91,-300,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,300,303.1498,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1424,-3.9,9.75,3.2,12.67,28.91,-350,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,350,303.1506,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1425,-3.9,9.75,3.2,12.67,28.91,30,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-30,303.1516,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1426,-3.9,9.75,3.2,12.67,28.91,60,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-60,303.1497,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1427,-3.9,9.75,3.2,12.67,28.91,90,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-90,303.1223,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1428,-3.9,9.75,3.2,12.67,28.91,120,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-120,303.1499,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1429,-3.9,9.75,3.2,12.67,28.91,150,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-150,303.1513,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1430,-3.9,9.75,3.2,12.67,28.91,200,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-200,303.1481,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1431,-3.9,9.75,3.2,12.67,28.91,250,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-250,303.1482,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1432,-3.9,9.75,3.2,12.67,28.91,300,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-300,303.1476,7.8322
4.698,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.4306,8,0.028,100,1433,-3.9,9.75,3.2,12.67,28.91,350,50,105,220,13C_G_C8_dl,32,0.058,2,60.76302,150.784627,599.66,188.81,-350,303.1503,7.8322
