Date : 8/29/2019	Time : 23:37:26	
C:\UVWINLAB\DNA81U1.SP	
16.00	0.6754
16.20	0.6756
16.40	0.6758
16.60	0.6759
16.80	0.6763
17.00	0.6768
17.20	0.6772
17.40	0.6777
17.60	0.6782
17.80	0.6787
18.00	0.6794
18.20	0.6799
18.40	0.6807
18.60	0.6813
18.80	0.6820
19.00	0.6829
19.20	0.6835
19.40	0.6843
19.60	0.6850
19.80	0.6860
20.00	0.6866
20.20	0.6876
20.40	0.6883
20.60	0.6896
20.80	0.6905
21.00	0.6912
21.20	0.6925
21.40	0.6932
21.60	0.6942
21.80	0.6952
22.00	0.6960
22.20	0.6971
22.40	0.6979
22.60	0.6989
22.80	0.7005
23.00	0.7019
23.20	0.7033
23.40	0.7045
23.60	0.7053
23.80	0.7065
24.00	0.7076
24.20	0.7091
24.40	0.7101
24.60	0.7114
24.80	0.7124
25.00	0.7137
25.20	0.7147
25.40	0.7158
25.60	0.7169
25.80	0.7177
26.00	0.7189
26.20	0.7201
26.40	0.7212
26.60	0.7225
26.80	0.7238
27.00	0.7246
27.20	0.7259
27.40	0.7268
27.60	0.7283
27.80	0.7291
28.00	0.7301
28.20	0.7310
28.40	0.7318
28.60	0.7326
28.80	0.7337
29.00	0.7343
29.20	0.7350
29.40	0.7358
29.60	0.7365
29.80	0.7373
30.00	0.7380
30.20	0.7389
30.40	0.7395
30.60	0.7403
30.80	0.7409
31.00	0.7418
31.20	0.7425
31.40	0.7431
31.60	0.7437
31.80	0.7441
32.00	0.7447
32.20	0.7452
32.50	0.7458
32.70	0.7463
33.00	0.7471
33.20	0.7475
33.50	0.7483
33.70	0.7487
34.00	0.7496
34.20	0.7500
34.50	0.7507
34.70	0.7512
35.00	0.7518
35.20	0.7523
35.50	0.7530
35.70	0.7534
36.00	0.7539
36.20	0.7544
36.50	0.7549
36.70	0.7552
37.00	0.7555
37.20	0.7558
37.50	0.7561
37.70	0.7566
38.00	0.7574
38.20	0.7576
38.50	0.7583
38.70	0.7587
39.00	0.7593
39.20	0.7595
39.50	0.7599
39.70	0.7602
40.00	0.7607
40.20	0.7610
40.50	0.7615
40.70	0.7615
41.00	0.7628
41.20	0.7633
41.50	0.7639
41.70	0.7643
42.00	0.7650
42.20	0.7652
42.50	0.7656
42.70	0.7656
43.00	0.7663
43.20	0.7671
43.50	0.7675
43.70	0.7680
44.00	0.7684
44.20	0.7686
44.50	0.7690
44.70	0.7690
45.00	0.7701
45.20	0.7707
45.50	0.7713
45.70	0.7715
46.00	0.7722
46.20	0.7728
46.50	0.7734
46.70	0.7734
47.00	0.7745
47.20	0.7748
47.50	0.7756
47.70	0.7758
48.00	0.7765
48.20	0.7770
48.50	0.7774
48.70	0.7774
49.00	0.7791
49.20	0.7796
49.50	0.7803
49.70	0.7807
50.00	0.7814
50.20	0.7817
50.50	0.7827
50.70	0.7827
51.00	0.7836
51.20	0.7840
51.50	0.7842
51.70	0.7850
52.00	0.7851
52.20	0.7854
52.50	0.7861
52.70	0.7861
53.00	0.7873
53.20	0.7879
53.50	0.7886
53.70	0.7891
54.00	0.7898
54.20	0.7904
54.50	0.7909
54.70	0.7909
55.00	0.7920
Date : 8/30/2019	Time : 00:33:34	


Date : 8/30/2019	Time : 00:33:34	
C:\UVWINLAB\DNA81D1.SP	
55.00	0.7944
54.80	0.7942
54.50	0.7927
54.30	0.7922
54.00	0.7917
53.80	0.7914
53.50	0.7912
53.30	0.7910
53.00	0.7907
52.80	0.7904
52.50	0.7898
52.30	0.7898
52.00	0.7894
51.80	0.7891
51.50	0.7885
51.30	0.7880
51.00	0.7876
50.80	0.7870
50.50	0.7864
50.30	0.7859
50.00	0.7854
49.80	0.7847
49.50	0.7844
49.30	0.7839
49.00	0.7832
48.80	0.7830
48.50	0.7823
48.30	0.7818
48.00	0.7815
47.80	0.7810
47.50	0.7805
47.30	0.7805
47.00	0.7800
46.80	0.7797
46.50	0.7791
46.30	0.7787
46.00	0.7782
45.80	0.7777
45.50	0.7773
45.30	0.7771
45.00	0.7765
44.80	0.7761
44.50	0.7756
44.30	0.7753
44.00	0.7748
43.80	0.7745
43.50	0.7740
43.30	0.7735
43.00	0.7730
42.80	0.7729
42.50	0.7720
42.30	0.7716
42.00	0.7711
41.80	0.7710
41.50	0.7708
41.30	0.7703
41.00	0.7698
40.80	0.7695
40.50	0.7690
40.30	0.7684
40.00	0.7677
39.80	0.7673
39.50	0.7666
39.30	0.7664
39.00	0.7656
38.80	0.7652
38.50	0.7645
38.30	0.7640
38.00	0.7635
37.80	0.7632
37.50	0.7627
