Date : 9/3/2019	Time : 17:07:17	
C:\UVWINLAB\DNA01U1.SP	
15.00	0.5752
15.20	0.5758
15.40	0.5763
15.60	0.5767
15.80	0.5773
16.00	0.5778
16.20	0.5787
16.40	0.5792
16.60	0.5798
16.80	0.5802
17.00	0.5809
17.20	0.5815
17.40	0.5820
17.60	0.5828
17.80	0.5834
18.00	0.5840
18.20	0.5847
18.40	0.5855
18.60	0.5860
18.80	0.5867
19.00	0.5875
19.20	0.5887
19.40	0.5895
19.60	0.5904
19.80	0.5915
20.00	0.5925
20.20	0.5934
20.40	0.5945
20.60	0.5952
20.80	0.5963
21.00	0.5972
21.20	0.5982
21.40	0.5992
21.60	0.6003
21.80	0.6013
22.00	0.6020
22.20	0.6031
22.40	0.6039
22.60	0.6052
22.80	0.6062
23.00	0.6071
23.20	0.6082
23.40	0.6097
23.60	0.6109
23.80	0.6117
24.00	0.6130
24.20	0.6143
24.40	0.6152
24.60	0.6163
24.80	0.6178
25.00	0.6187
25.20	0.6200
25.40	0.6213
25.60	0.6223
25.80	0.6234
26.00	0.6243
26.20	0.6256
26.40	0.6266
26.60	0.6277
26.80	0.6290
27.00	0.6301
27.20	0.6311
27.40	0.6325
27.60	0.6335
27.80	0.6344
28.00	0.6353
28.20	0.6362
28.40	0.6372
28.60	0.6383
28.80	0.6389
29.00	0.6398
29.20	0.6406
29.40	0.6413
29.60	0.6421
29.80	0.6425
30.00	0.6435
30.20	0.6443
30.40	0.6451
30.60	0.6459
30.80	0.6464
31.00	0.6471
31.20	0.6480
31.40	0.6487
31.60	0.6494
31.80	0.6500
32.00	0.6506
32.20	0.6510
32.50	0.6518
32.70	0.6525
33.00	0.6533
33.20	0.6540
33.50	0.6548
33.70	0.6554
34.00	0.6560
34.20	0.6565
34.50	0.6573
34.70	0.6577
35.00	0.6586
35.20	0.6589
35.50	0.6597
35.70	0.6601
36.00	0.6607
36.20	0.6611
36.50	0.6616
36.70	0.6621
37.00	0.6628
37.20	0.6630
37.50	0.6637
37.70	0.6640
38.00	0.6647
38.20	0.6648
38.50	0.6655
38.70	0.6659
39.00	0.6664
39.20	0.6667
39.50	0.6674
39.70	0.6679
40.00	0.6683
40.20	0.6686
40.50	0.6692
40.70	0.6692
41.00	0.6702
41.20	0.6707
41.50	0.6712
41.70	0.6716
42.00	0.6717
42.20	0.6719
42.50	0.6724
42.70	0.6724
43.00	0.6737
43.20	0.6739
43.50	0.6745
43.70	0.6749
44.00	0.6756
44.20	0.6761
44.50	0.6764
44.70	0.6764
45.00	0.6775
45.20	0.6780
45.50	0.6783
45.70	0.6787
46.00	0.6791
46.20	0.6797
46.50	0.6801
46.70	0.6801
47.00	0.6809
47.20	0.6813
47.50	0.6820
47.70	0.6824
48.00	0.6830
48.20	0.6834
48.50	0.6838
48.70	0.6838
49.00	0.6848
49.20	0.6851
49.50	0.6859
49.70	0.6862
50.00	0.6865
Date : 9/3/2019	Time : 17:53:45	


Date : 9/3/2019	Time : 17:53:45	
C:\UVWINLAB\DNA01D1.SP	
