Date : 8/29/2019	Time : 21:16:42	
C:\UVWINLAB\DNA41U1.SP	
15.20	0.6597
15.40	0.6599
15.60	0.6600
15.80	0.6606
16.00	0.6611
16.20	0.6616
16.40	0.6621
16.60	0.6625
16.80	0.6630
17.00	0.6635
17.20	0.6640
17.40	0.6646
17.60	0.6653
17.80	0.6659
18.00	0.6663
18.20	0.6669
18.40	0.6676
18.60	0.6682
18.80	0.6690
19.00	0.6696
19.20	0.6706
19.40	0.6712
19.60	0.6721
19.80	0.6729
20.00	0.6738
20.20	0.6748
20.40	0.6756
20.60	0.6765
20.80	0.6775
21.00	0.6786
21.20	0.6795
21.40	0.6805
21.60	0.6815
21.80	0.6827
22.00	0.6838
22.20	0.6848
22.40	0.6861
22.60	0.6874
22.80	0.6891
23.00	0.6901
23.20	0.6916
23.40	0.6927
23.60	0.6938
23.80	0.6949
24.00	0.6965
24.20	0.6970
24.40	0.6980
24.60	0.6991
24.80	0.7007
25.00	0.7017
25.20	0.7025
25.40	0.7039
25.60	0.7050
25.80	0.7062
26.00	0.7069
26.20	0.7083
26.40	0.7093
26.60	0.7107
26.80	0.7116
27.00	0.7127
27.20	0.7141
27.40	0.7153
27.60	0.7163
27.80	0.7172
28.00	0.7183
28.20	0.7192
28.40	0.7202
28.60	0.7214
28.80	0.7224
29.00	0.7234
29.20	0.7242
29.40	0.7248
29.60	0.7254
29.80	0.7264
30.00	0.7272
30.20	0.7287
30.40	0.7295
30.60	0.7301
30.80	0.7307
31.00	0.7313
31.20	0.7320
31.40	0.7326
31.60	0.7332
31.80	0.7339
32.00	0.7345
32.20	0.7350
32.50	0.7359
32.70	0.7364
33.00	0.7370
33.20	0.7375
33.50	0.7382
33.70	0.7386
34.00	0.7393
34.20	0.7397
34.50	0.7403
34.70	0.7409
35.00	0.7414
35.20	0.7418
35.50	0.7424
35.70	0.7427
36.00	0.7432
36.20	0.7436
36.50	0.7443
36.70	0.7448
37.00	0.7456
37.20	0.7459
37.50	0.7464
37.70	0.7467
38.00	0.7474
38.20	0.7476
38.50	0.7481
38.70	0.7482
39.00	0.7491
39.20	0.7495
39.50	0.7502
39.70	0.7506
40.00	0.7508
40.20	0.7512
40.50	0.7516
40.70	0.7516
41.00	0.7526
41.20	0.7528
41.50	0.7534
41.70	0.7536
42.00	0.7538
42.20	0.7539
42.50	0.7547
42.70	0.7547
43.00	0.7556
43.20	0.7560
43.50	0.7565
43.70	0.7569
44.00	0.7576
44.20	0.7579
44.50	0.7585
44.70	0.7585
45.00	0.7596
45.20	0.7599
45.50	0.7606
45.70	0.7608
46.00	0.7614
46.20	0.7615
46.50	0.7622
46.70	0.7622
47.00	0.7631
47.20	0.7634
47.50	0.7639
47.70	0.7645
48.00	0.7652
48.20	0.7654
48.50	0.7655
48.70	0.7655
49.00	0.7666
49.20	0.7670
49.50	0.7678
49.70	0.7682
50.00	0.7688
50.20	0.7690
50.50	0.7696
50.70	0.7696
51.00	0.7706
51.20	0.7710
51.50	0.7716
51.70	0.7720
52.00	0.7727
52.20	0.7728
52.50	0.7734
52.70	0.7734
53.00	0.7742
53.20	0.7746
53.50	0.7751
53.70	0.7756
54.00	0.7762
54.20	0.7764
54.50	0.7771
54.70	0.7771
55.00	0.7779
Date : 8/29/2019	Time : 22:14:59	


Date : 8/29/2019	Time : 22:14:59	
C:\UVWINLAB\DNA41D1.SP	
