Date : 9/14/2019	Time : 18:23:17	
C:\UVWINLAB\DNA41U1.SP	
30.00	0.5972
30.20	0.5973
30.40	0.5973
30.60	0.5973
30.80	0.5973
31.00	0.5973
31.20	0.5973
31.40	0.5974
31.60	0.5974
31.80	0.5973
32.00	0.5972
32.20	0.5974
32.50	0.5974
32.70	0.5975
33.00	0.5976
33.20	0.5977
33.50	0.5978
33.70	0.5976
34.00	0.5978
34.20	0.5977
34.50	0.5978
34.70	0.5978
35.00	0.5977
35.20	0.5978
35.50	0.5978
35.70	0.5977
36.00	0.5978
36.20	0.5978
36.50	0.5978
36.70	0.5979
37.00	0.5981
37.20	0.5978
37.50	0.5981
37.70	0.5980
38.00	0.5982
38.20	0.5982
38.50	0.5981
38.70	0.5982
39.00	0.5982
39.20	0.5985
39.50	0.5988
39.70	0.5988
40.00	0.5989
40.20	0.5989
40.50	0.5989
40.70	0.5990
41.00	0.5990
41.20	0.5991
41.50	0.5992
41.70	0.5992
42.00	0.5994
42.20	0.5993
42.50	0.5995
42.70	0.5996
43.00	0.5999
43.20	0.5998
43.50	0.6000
43.70	0.5999
44.00	0.6002
44.20	0.6004
44.50	0.6007
44.70	0.6007
45.00	0.6008
45.20	0.6008
45.50	0.6011
45.70	0.6012
46.00	0.6014
46.20	0.6013
46.50	0.6015
46.70	0.6018
47.00	0.6020
47.20	0.6022
47.50	0.6025
47.70	0.6025
48.00	0.6027
48.20	0.6030
48.50	0.6032
48.70	0.6032
49.00	0.6037
49.20	0.6038
49.50	0.6041
49.70	0.6041
50.00	0.6046
50.20	0.6047
50.50	0.6051
50.70	0.6052
51.00	0.6058
51.20	0.6062
51.50	0.6064
51.70	0.6064
52.00	0.6072
52.20	0.6075
52.50	0.6079
52.70	0.6083
53.00	0.6089
53.20	0.6090
53.50	0.6098
53.70	0.6098
54.00	0.6107
54.20	0.6110
54.50	0.6116
54.70	0.6120
55.00	0.6128
55.20	0.6133
55.50	0.6142
55.70	0.6142
56.00	0.6153
56.20	0.6158
56.50	0.6167
56.70	0.6174
57.00	0.6186
57.20	0.6189
57.50	0.6201
57.70	0.6201
58.00	0.6217
58.20	0.6226
58.50	0.6235
58.70	0.6243
59.00	0.6256
59.20	0.6265
59.50	0.6277
59.70	0.6277
60.00	0.6300
60.20	0.6310
60.50	0.6324
60.70	0.6335
61.00	0.6351
61.20	0.6360
61.50	0.6377
61.70	0.6377
62.00	0.6405
62.20	0.6412
62.50	0.6428
62.70	0.6442
63.00	0.6459
63.20	0.6468
63.50	0.6486
63.70	0.6486
64.00	0.6513
64.20	0.6525
64.40	0.6536
64.70	0.6552
64.90	0.6564
65.20	0.6582
65.40	0.6591
65.70	0.6608
65.90	0.6621
66.20	0.6632
66.40	0.6647
66.70	0.6662
66.90	0.6669
67.20	0.6684
67.40	0.6691
67.70	0.6703
67.90	0.6712
68.20	0.6725
68.40	0.6731
68.70	0.6741
68.90	0.6751
69.20	0.6760
69.40	0.6768
69.70	0.6774
69.90	0.6782
70.20	0.6788
70.40	0.6793
70.70	0.6800
70.90	0.6807
71.20	0.6813
71.40	0.6818
71.70	0.6826
71.90	0.6831
72.20	0.6839
72.40	0.6843
72.70	0.6846
72.90	0.6846
73.20	0.6848
73.40	0.6851
73.70	0.6855
73.90	0.6861
74.20	0.6862
74.40	0.6866
74.70	0.6871
74.90	0.6871
75.20	0.6875
75.40	0.6879
75.70	0.6881
75.90	0.6883
76.20	0.6889
76.40	0.6890
76.70	0.6891
76.90	0.6891
77.20	0.6896
77.40	0.6899
77.70	0.6901
77.90	0.6903
78.20	0.6905
78.40	0.6907
78.70	0.6911
78.90	0.6911
79.20	0.6915
79.40	0.6917
79.70	0.6922
79.90	0.6927
80.20	0.6926
80.40	0.6933
80.70	0.6937
80.90	0.6937
81.20	0.6936
81.40	0.6939
81.70	0.6940
81.90	0.6943
82.20	0.6946
82.40	0.6948
82.70	0.6950
82.90	0.6950
83.20	0.6955
83.40	0.6957
83.70	0.6963
83.90	0.6964
84.20	0.6969
84.40	0.6971
84.70	0.6974
84.90	0.6974
85.20	0.6979
85.40	0.6978
85.70	0.6979
85.90	0.6981
86.20	0.6983
86.40	0.6983
86.70	0.6988
86.90	0.6988
87.20	0.6988
87.40	0.6990
87.70	0.6994
87.90	0.6994
88.20	0.6996
88.40	0.6998
88.70	0.7000
88.90	0.7000
89.20	0.7005
89.40	0.7005
89.70	0.7008
89.90	0.7008
90.20	0.7010
90.40	0.7015
90.70	0.7014
90.90	0.7014
91.20	0.7018
91.40	0.7019
91.70	0.7021
91.90	0.7024
92.20	0.7025
92.40	0.7024
92.70	0.7026
92.90	0.7026
93.20	0.7033
93.40	0.7033
93.70	0.7034
93.90	0.7035
94.20	0.7039
94.40	0.7039
94.70	0.7040
94.90	0.7040
95.20	0.7040
95.40	0.7041
95.70	0.7043
95.90	0.7045
96.20	0.7047
96.40	0.7047
96.70	0.7047
96.90	0.7047
97.20	0.7052
