Date : 7/6/2017	Time : 08:49:00	
C:\UVWINLAB\DNA01U1.SP	
16.00	0.5592
16.50	0.5591
17.00	0.5602
17.50	0.5610
18.00	0.5621
18.50	0.5634
19.00	0.5647
19.50	0.5662
20.00	0.5680
20.50	0.5694
21.00	0.5720
21.50	0.5741
22.00	0.5766
22.50	0.5792
23.00	0.5819
23.50	0.5848
24.00	0.5881
24.50	0.5911
25.00	0.5948
25.50	0.5987
26.00	0.6019
26.50	0.6056
27.00	0.6112
27.50	0.6148
28.00	0.6182
28.50	0.6232
29.00	0.6266
29.50	0.6303
30.00	0.6343
30.50	0.6375
31.00	0.6409
31.50	0.6436
32.00	0.6468
32.50	0.6489
33.00	0.6513
33.50	0.6527
34.00	0.6545
34.50	0.6560
35.00	0.6576
35.50	0.6586
36.00	0.6595
36.50	0.6604
37.00	0.6616
37.50	0.6621
38.00	0.6625
38.50	0.6633
39.00	0.6635
39.50	0.6643
40.00	0.6646
40.50	0.6649
41.00	0.6653
41.50	0.6658
42.00	0.6658
42.50	0.6664
43.00	0.6669
43.50	0.6674
44.00	0.6673
44.50	0.6678
45.00	0.6678
45.50	0.6681
46.00	0.6685
46.50	0.6688
47.00	0.6692
47.50	0.6691
48.00	0.6702
48.50	0.6695
49.00	0.6701
49.50	0.6703
50.00	0.6707
50.50	0.6709
51.00	0.6712
51.50	0.6711
52.00	0.6714
52.50	0.6720
53.00	0.6726
53.50	0.6726
54.00	0.6729
54.50	0.6730
55.00	0.6733
55.50	0.6736
56.00	0.6738
56.50	0.6740
57.00	0.6742
57.50	0.6748
58.00	0.6748
58.50	0.6750
59.00	0.6753
59.50	0.6755
60.00	0.6754
60.50	0.6758
61.00	0.6758
61.50	0.6760
62.00	0.6760
62.50	0.6765
63.00	0.6769
63.50	0.6769
64.00	0.6773
64.50	0.6776
65.00	0.6773
Date : 7/6/2017	Time : 09:52:33	


Date : 7/6/2017	Time : 09:52:33	
C:\UVWINLAB\DNA01D1.SP	
