Date : 3/9/2018	Time : 08:36:36	
C:\UVWINLAB\DNA61U1.SP	
10.00	0.5979
10.50	0.5982
11.00	0.5989
11.50	0.6000
12.00	0.6002
12.50	0.6010
13.00	0.6011
13.50	0.6021
14.00	0.6025
14.50	0.6033
15.00	0.6040
15.50	0.6047
16.00	0.6053
16.50	0.6059
17.00	0.6069
17.50	0.6072
18.00	0.6079
18.50	0.6088
19.00	0.6100
19.50	0.6108
20.00	0.6117
20.50	0.6117
21.00	0.6126
21.50	0.6140
22.00	0.6148
22.50	0.6159
23.00	0.6170
23.50	0.6178
24.00	0.6187
24.50	0.6201
25.00	0.6211
25.50	0.6223
26.00	0.6231
26.50	0.6246
27.00	0.6260
27.50	0.6272
28.00	0.6284
28.50	0.6297
29.00	0.6311
29.50	0.6328
30.00	0.6343
30.50	0.6364
31.00	0.6380
31.50	0.6395
32.00	0.6410
32.50	0.6435
33.00	0.6457
33.50	0.6476
34.00	0.6495
34.50	0.6517
35.00	0.6539
35.50	0.6558
36.00	0.6584
36.50	0.6612
37.00	0.6633
37.50	0.6658
38.00	0.6679
38.50	0.6699
39.00	0.6723
39.50	0.6741
40.00	0.6756
40.50	0.6780
41.00	0.6801
41.50	0.6819
42.00	0.6840
42.50	0.6859
43.00	0.6876
43.50	0.6890
44.00	0.6905
44.50	0.6915
45.00	0.6928
45.50	0.6942
46.00	0.6955
46.50	0.6966
47.00	0.6976
47.50	0.6982
48.00	0.6990
48.50	0.7002
49.00	0.7008
49.50	0.7014
50.00	0.7018
50.50	0.7029
51.00	0.7035
51.50	0.7040
52.00	0.7046
52.50	0.7041
53.00	0.7043
53.50	0.7055
54.00	0.7052
54.50	0.7062
55.00	0.7063
55.50	0.7063
56.00	0.7068
56.50	0.7061
57.00	0.7073
57.50	0.7083
58.00	0.7092
58.50	0.7099
59.00	0.7094
59.50	0.7091
60.00	0.7096
60.50	0.7099
61.00	0.7109
61.50	0.7112
62.00	0.7108
62.50	0.7113
63.00	0.7121
63.50	0.7116
64.00	0.7127
64.50	0.7125
65.00	0.7132
65.50	0.7133
66.00	0.7137
66.50	0.7142
67.00	0.7144
67.50	0.7144
68.00	0.7151
68.50	0.7151
69.00	0.7152
69.50	0.7158
70.00	0.7157
Date : 3/9/2018	Time : 09:53:03	


Date : 3/9/2018	Time : 09:53:03	
C:\UVWINLAB\DNA61D1.SP	
