Date : 3/9/2018	Time : 06:55:40	
C:\UVWINLAB\DNA41U1.SP	
10.00	0.8286
10.50	0.8291
11.00	0.8302
11.50	0.8304
12.00	0.8310
12.50	0.8312
13.00	0.8321
13.50	0.8324
14.00	0.8332
14.50	0.8340
15.00	0.8347
15.50	0.8352
16.00	0.8360
16.50	0.8370
17.00	0.8375
17.50	0.8381
18.00	0.8394
18.50	0.8400
19.00	0.8407
19.50	0.8419
20.00	0.8420
20.50	0.8439
21.00	0.8443
21.50	0.8455
22.00	0.8462
22.50	0.8474
23.00	0.8484
23.50	0.8493
24.00	0.8504
24.50	0.8516
25.00	0.8525
25.50	0.8540
26.00	0.8549
26.50	0.8558
27.00	0.8571
27.50	0.8583
28.00	0.8600
28.50	0.8614
29.00	0.8627
29.50	0.8643
30.00	0.8661
30.50	0.8666
31.00	0.8686
31.50	0.8704
32.00	0.8723
32.50	0.8744
33.00	0.8768
33.50	0.8788
34.00	0.8807
34.50	0.8827
35.00	0.8848
35.50	0.8872
36.00	0.8898
36.50	0.8919
37.00	0.8947
37.50	0.8967
38.00	0.8984
38.50	0.9010
39.00	0.9037
39.50	0.9054
40.00	0.9070
40.50	0.9097
41.00	0.9114
41.50	0.9129
42.00	0.9140
42.50	0.9159
43.00	0.9180
43.50	0.9198
44.00	0.9214
44.50	0.9224
45.00	0.9238
45.50	0.9251
46.00	0.9263
46.50	0.9274
47.00	0.9281
47.50	0.9291
48.00	0.9294
48.50	0.9304
49.00	0.9311
49.50	0.9316
50.00	0.9324
50.50	0.9329
51.00	0.9334
51.50	0.9342
52.00	0.9343
52.50	0.9349
53.00	0.9356
53.50	0.9356
54.00	0.9358
54.50	0.9365
55.00	0.9365
55.50	0.9372
56.00	0.9371
56.50	0.9378
57.00	0.9383
57.50	0.9379
58.00	0.9383
58.50	0.9386
59.00	0.9389
59.50	0.9393
60.00	0.9390
60.50	0.9395
61.00	0.9402
61.50	0.9404
62.00	0.9402
62.50	0.9407
63.00	0.9406
63.50	0.9410
64.00	0.9417
64.50	0.9410
65.00	0.9419
65.50	0.9423
66.00	0.9427
66.50	0.9428
67.00	0.9430
67.50	0.9428
68.00	0.9433
68.50	0.9437
69.00	0.9441
69.50	0.9442
70.00	0.9443
Date : 3/9/2018	Time : 08:11:36	


Date : 3/9/2018	Time : 08:11:36	
C:\UVWINLAB\DNA41D1.SP	
