Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
gc1p,1,190,183,7,240.25278133650085,1.3128567286147588,0.9290283090901011,0.9262986286704897,59.20221958388288,81.31600347362166,240.2527813365009,3385.1917328771365,1.1457996022929835
