Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
-100.0,200.0,19.109826082,0.550766258809,23.15157340490755,0.6884578235112498,19.63973477404705,23.813959269966357,-0.5299086920470479,-0.662385865058809
-150.0,200.0,15.9675620434,0.485506236851,23.293969998229482,0.7586034950796874,16.613423510404168,24.303128540423494,-0.6458614670041687,-1.0091585421940117
0.0,200.0,22.6339679368,0.555374368406,22.6339679368,0.555374368406,22.919400727755647,22.919400727755647,-0.285432790955646,-0.285432790955646
-700.0,200.0,4.72573174379,0.419930292813,26.56619492318743,5.564076379772249,4.7305499911495525,26.630036700701503,-0.004818247359552608,-0.06384177751407094
100.0,200.0,18.4248450684,0.571232493628,22.295347137907545,0.7140406170349999,18.3353823818933,22.18351877977417,0.08946268650669964,0.11182835813337277
-600.0,200.0,5.60590027386,0.448496872281,29.573471625271782,4.484968722809998,5.374422787079519,27.258696757466975,0.23147748678048075,2.3147748678048075
-650.0,200.0,5.17870064509,0.615306429345,28.795012610572094,7.1144805893015635,5.023804367019959,27.00402439538724,0.15489627807004158,1.7909882151848535
-500.0,200.0,6.27479442184,0.351948900879,27.09952961852875,2.55162953137275,6.305184537015037,27.31985795354776,-0.030390115175036314,-0.22032833501901194
-550.0,200.0,5.72735198433,0.594239043571,26.78524813865401,5.0881718105766875,5.795460747588778,27.368429424057286,-0.06810876325877757,-0.5831812854032776
-460.0,200.0,6.90223456325,0.422746691962,27.847448781786262,2.6590766924409803,6.7945957858550665,27.170400871972127,0.10763877739493388,0.6770479098141351
-480.0,200.0,6.62158328782,0.465861917729,27.811163113133134,3.1492265638480386,6.539565788401558,27.256724817064466,0.08201749941844216,0.5544382960686676
200.0,200.0,12.0476563384,0.410926065837,21.152475886430203,0.8218521316740002,12.281044663142055,21.619252535914313,-0.23338832474205518,-0.46677664948411035
400.0,200.0,6.35457081209,0.4464110453,20.001506898970796,2.2320552264999995,6.523859842948008,20.847952053260833,-0.16928903085800773,-0.8464451542900377
-250.0,200.0,11.929043645,0.46035063494,25.969991855359687,1.17964850203375,11.684231000854812,25.342659454737642,0.24481264414518833,0.6273324006220449
-200.0,200.0,13.8364752095,0.560649177576,24.730113628630203,1.1212983551520002,13.879023670895075,24.815210551420353,-0.042548461395075066,-0.08509692279015013
-320.0,200.0,9.10852084195,0.418819946326,24.892672013995302,1.4909990089205596,9.438647389901583,26.06792252470293,-0.3301265479515827,-1.1752505107076274
-300.0,200.0,10.0745796658,0.419190507555,26.121001135517947,1.36236914955375,9.995908668983637,25.865320395864767,0.07867099681636347,0.2556807396531795
-360.0,200.0,8.19228810305,0.372074544865,25.20051035613384,1.5775960702276,8.48710700003181,26.45054247933671,-0.2948188969818091,-1.250032123202871
-400.0,200.0,7.64853595594,0.403483005319,26.471332618220792,2.0174150265949997,7.711851094801683,26.78790831252921,-0.06331513886168327,-0.31657569430841903
-380.0,200.0,8.03011816799,0.426081886902,26.395203941198922,1.96423749861822,8.080132535963466,26.625770177556596,-0.05001436797346592,-0.23056623635767437
-440.0,200.0,7.1679173422,0.42066872505,27.61730721305816,2.4567053542920005,7.07286925401397,27.062226378051747,0.09504808818603028,0.5550808350064145
-420.0,200.0,7.18210925372,0.465074855296,25.877300817094383,2.5160549671513603,7.377522260898537,26.934485185930267,-0.19541300717853716,-1.057184368835884
600.0,200.0,4.49363372237,0.294983912647,18.45080611037179,2.9498391264699992,4.684325099927394,20.357719885945723,-0.19069137755739352,-1.9069137755739334
600.0,400.0,8.3325638011,0.629300385488,20.459449575242942,2.045226252836,8.273444459350955,20.267311714558552,0.059119341749044096,0.1921378606843902
400.0,400.0,12.0243733046,0.472653431573,21.105909818830202,0.9453068631460002,11.81493011508389,20.68702343979798,0.20944318951610974,0.41888637903222303
800.0,400.0,6.47582079592,0.432699017485,20.60775681812079,2.163495087425,6.3500975425348365,19.979140551194973,0.12572325338516332,0.6286162669258175
200.0,400.0,17.4441621975,0.517720681216,21.069493549282544,0.6471508515199998,17.636319755699063,21.309690497031376,-0.19215755819906377,-0.2401969477488315
50.0,400.0,21.3029759079,0.505698951055,21.589853081611412,0.5136004971652344,21.670530341672922,21.963150553412035,-0.3675544337729235,-0.37329747180062256
0.0,400.0,22.5577035466,0.495697826161,22.5577035466,0.495697826161,22.220049864310784,22.220049864310784,0.3376536822892149,0.3376536822892149
-500.0,400.0,11.8959555817,0.527571331808,25.885203693153436,1.351901537758,11.434180738308692,24.701905656963206,0.46177484339130714,1.18329803619023
-550.0,400.0,10.2479660436,0.464426762725,24.059226037988346,1.3424836110019533,10.478665798421337,24.726092516768773,-0.23069975482133742,-0.6668664787804275
-600.0,400.0,9.80667173817,0.555330124767,25.250300370720446,1.8048229054927503,9.629966109796895,24.676007078507855,0.17670562837310477,0.574293292212591
-700.0,400.0,8.53727618267,0.467392422854,25.670246821589352,1.8987817178443747,8.218289876471067,24.374364952656187,0.31898630619893353,1.295881868933165
-420.0,400.0,13.0039282725,0.48406683543,24.09628163154854,1.0177505214915747,13.203322798944415,24.515508623397924,-0.19939452644441502,-0.41922699184938494
-440.0,400.0,12.9486770564,0.584090635857,25.055743778296534,1.2908403052439699,12.7325468148006,24.578095944361863,0.21613024159939975,0.4776478339346717
-460.0,400.0,12.4062436529,0.432758244497,24.921599228596193,1.0050810228442826,12.280804571967632,24.630266963130765,0.12543908093236844,0.291332265465428
-480.0,400.0,11.697501199,0.462398996499,24.30421794742748,1.1282535514575598,11.848098213755597,24.671674663431137,-0.15059701475559706,-0.36745671600365526
