,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s)
0,0.635839772722,0.0112372396252,0.65298664576,0.0103000361414,-1500.0,9.9990191369,0.2
1,0.639931050757,0.0112372396252,0.632636848734,0.0103000361414,-1442.105,9.9990191369,0.2
2,0.637144907497,0.0112372396252,0.633802069552,0.0103000361414,-1384.211,9.9990191369,0.2
3,0.634914221498,0.0112372396252,0.646178965425,0.0103000361414,-1326.316,9.9990191369,0.2
4,0.634740878344,0.0112372396252,0.657847613407,0.0103000361414,-1268.421,9.9990191369,0.2
5,0.633876693127,0.0112372396252,0.66209643247,0.0103000361414,-1210.526,9.9990191369,0.2
6,0.652434532909,0.0112372396252,0.641471836866,0.0103000361414,-1152.632,9.9990191369,0.2
7,0.653025417969,0.0112372396252,0.680044949705,0.0103000361414,-1094.737,9.9990191369,0.2
8,0.6354703114,0.0112372396252,0.626461900144,0.0103000361414,-1036.842,9.9990191369,0.2
9,0.652145416771,0.0112372396252,0.645117596015,0.0103000361414,-978.9474,9.9990191369,0.2
10,0.646561742744,0.0112372396252,0.64751874215,0.0103000361414,-921.0526,9.9990191369,0.2
11,0.622021539679,0.0112372396252,0.654626615873,0.0103000361414,-863.1579,9.9990191369,0.2
12,0.634452394845,0.0112372396252,0.656507435712,0.0103000361414,-805.2632,9.9990191369,0.2
13,0.666689160507,0.0112372396252,0.673664169495,0.0103000361414,-747.3684,9.9990191369,0.2
14,0.641621462835,0.0112372396252,0.64520995293,0.0103000361414,-689.4737,9.9990191369,0.2
15,0.631138187602,0.0112372396252,0.653554954882,0.0103000361414,-631.5789,9.9990191369,0.2
16,0.644828943836,0.0112372396252,0.646469936488,0.0103000361414,-573.6842,9.9990191369,0.2
17,0.633598964496,0.0112372396252,0.635129549842,0.0103000361414,-515.7895,9.9990191369,0.2
18,0.631969981689,0.0112372396252,0.630256686732,0.0103000361414,-457.8947,9.9990191369,0.2
19,0.641339305729,0.0112372396252,0.639894952808,0.0103000361414,-400.0,9.9990191369,0.2
20,0.628791791885,0.0112372396252,0.637877802935,0.0103000361414,-400.0,9.9990191369,0.2
21,0.651051583507,0.0112372396252,0.664117458393,0.0103000361414,-383.5443,9.9990191369,0.2
22,0.63534378355,0.0112372396252,0.625772364218,0.0103000361414,-367.0886,9.9990191369,0.2
23,0.631197718956,0.0112372396252,0.649284349744,0.0103000361414,-350.6329,9.9990191369,0.2
24,0.635781569911,0.0112372396252,0.651736820127,0.0103000361414,-334.1772,9.9990191369,0.2
25,0.639774156223,0.0112372396252,0.637884218466,0.0103000361414,-317.7215,9.9990191369,0.2
26,0.630629355853,0.0112372396252,0.645234813113,0.0103000361414,-301.2658,9.9990191369,0.2
27,0.636366128579,0.0112372396252,0.636290627297,0.0103000361414,-284.8101,9.9990191369,0.2
