o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,50,1400,inf,9.75,3.2,10.01,34.98,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1485,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,100,1401,inf,9.75,3.2,10.01,28.91,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1485,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,150,1402,inf,9.75,3.2,10.01,25.36,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1498,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,200,1403,inf,9.75,3.2,10.01,22.85,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1493,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,250,1404,inf,9.75,3.2,10.01,20.89,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1525,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,300,1405,inf,9.75,3.2,10.01,19.3,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1483,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,400,1406,inf,9.75,3.2,10.01,16.78,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1494,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,500,1407,inf,9.75,3.2,10.01,14.83,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1493,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,600,1408,inf,9.75,3.2,10.01,13.23,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1515,5.8137
4.697,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,81.4881,6,0.025,700,1409,inf,9.75,3.2,10.01,11.88,0,50,105,220,13C_GC1p_dl,16,0.052,2,60.76302,150.784627,599.66,188.81,0,303.1472,5.8137
