Folder,Offset,SLP,R1p,R1p_err,RedChiSq
1469,-200,600,15.5222259736,0.226322549802,0.510199162587
1468,-100,600,15.0498497279,0.0921386151675,0.0835645302825
1465,600,400,6.11060838052,0.285059934141,1.01517105668
1464,400,400,8.63076020809,0.348325355293,1.62965460105
1467,1200,400,3.63490145982,0.196660593356,0.236821301486
1466,800,400,4.88059773645,0.202439846138,0.585273618247
1461,-1400,400,3.24185382899,0.272997422651,1.36613164556
1460,-1200,400,3.72863818697,0.205330783808,0.370588571382
1463,200,400,12.7336720552,0.310996598852,0.719194450537
1462,50,400,15.2365110968,0.323050289881,0.942739862111
1490,1400,600,4.09058608062,0.247759038096,0.91785789985
1491,1800,600,3.17961637656,0.284579809132,1.10647176706
1492,-100,1000,14.3315723933,0.246542579229,0.312038928192
1493,-250,1000,14.9351531466,0.303222005131,0.910867586795
1494,-350,1000,13.6380965881,0.200038893615,0.578732676391
1495,-400,1000,13.9099657924,0.228043141147,0.068441528907
1496,-450,1000,12.5216307815,0.109779608476,0.04436933366
1497,-550,1000,11.8306273851,0.127000185703,0.200496253885
1498,-700,1000,10.681099671,0.111261908105,0.16728296651
1499,-1000,1000,8.87938183584,0.161600261073,0.22488536821
1418,-100,200,14.7141006949,0.297194422991,0.171915277469
1419,-150,200,12.610040441,0.285829651799,1.09794579315
1410,0,900,14.5211314587,0.193951902362,0.255484932713
1411,0,1000,14.2137223525,0.283318338775,0.123649338036
1412,0,1200,14.5616449973,0.327890400537,0.634172044301
1413,0,1400,14.0930854809,0.252434002544,0.582932323793
1414,0,1600,14.2348115384,0.280088368706,0.425196325779
1415,0,2000,14.3604174014,0.351361055821,0.215971104104
1416,0,2500,13.4860085077,0.19539734657,0.0854873943236
1417,0,3000,13.9992753437,0.227966379139,0.384451254666
1510,2600,1000,3.91189442531,0.177544212772,0.407423654054
1483,-1200,600,5.08612120784,0.30095812163,0.695137999936
1482,-1000,600,6.48666582823,0.253815498476,0.683206349498
1481,-800,600,7.89918461839,0.451591612361,0.299657126348
1480,-700,600,8.47497809417,0.0589164833354,0.0415792203022
1487,400,600,10.409054567,0.115071387007,0.074883709346
1486,200,600,13.4284793975,0.15055420614,0.180438341171
1485,-1800,600,3.87531964238,0.288064037873,1.09687006745
1484,-1400,600,4.14882251956,0.268362174558,0.655220785388
1489,1000,600,4.94020025449,0.312268442131,1.39813375271
1488,600,600,7.9109053557,0.307197146435,1.08642424465
1409,0,700,15.1248731367,0.3180613275,0.4834016121
1408,0,600,15.7170729633,0.336798674661,1.16917248104
1403,0,200,16.3187601604,0.323910092223,0.378948116968
1402,0,150,16.5815276993,0.614165579129,4.44337882891
1401,0,100,16.2980532813,0.346734411756,0.340417898907
1400,0,50,17.8779536962,3.87986124432,128.277594131
1407,0,500,15.6836424412,0.232252465133,0.224760757052
1406,0,400,16.1174506545,0.153043459508,0.185526964706
1405,0,300,16.2702761698,0.307054162911,0.359407986799
1404,0,250,16.1715148186,0.376089782199,0.29078286704
1436,-700,200,3.78525158657,0.356135214709,0.717572708668
1437,100,200,13.0205637375,0.33593996961,1.08451694759
1434,-600,200,4.17105943221,0.301653839353,1.6101677021
1435,-650,200,4.27042433676,0.187168264645,0.0708613173984
1432,-500,200,5.51094138167,0.197923175318,0.196398260464
1433,-550,200,4.69991150942,0.102157004287,0.216583626697
1430,-460,200,5.51660303719,0.190362761326,0.444625764337
1431,-480,200,5.43253657334,0.204572612446,0.334064000087
1511,3100,1000,3.59543419833,0.219998341537,0.833854161032
1438,200,200,8.88832914222,0.21458535978,0.349889669496
1439,400,200,4.78397181639,0.24033983608,0.816460260922
1421,-250,200,9.07227272019,0.318146570257,0.612140241528
1420,-200,200,10.2949651351,0.196576375057,0.544268590931
1423,-320,200,7.60990333015,0.28866885698,0.413373773412
1422,-300,200,7.85951873608,0.30276725598,0.202283299246
1425,-360,200,6.60145426435,0.147764021376,0.307955693783
1424,-340,200,7.18001070285,0.233544046296,0.287022085774
1427,-400,200,6.36264631447,0.0298690177548,0.00437137472342
1426,-380,200,6.52164843706,0.124844608489,0.222150097146
1429,-440,200,5.79996751794,0.190713316177,0.680473835749
1428,-420,200,5.8851473093,0.32410129675,0.968103723882
1502,-2200,1000,4.24028411079,0.110415696457,0.158046776888
1503,-2800,1000,3.91007330712,0.384731299726,1.19185861053
1500,-1300,1000,6.54790190176,0.151347737464,0.0832262091834
1501,-1600,1000,5.71349244435,0.281350896488,0.963083087132
1506,500,1000,11.6167182731,0.238273039876,0.493237367884
1507,800,1000,9.737115931,0.37334903253,0.64244566262
1504,-3400,1000,3.53201992405,0.222142534124,0.376900052082
1505,200,1000,14.1137216163,0.386583961672,0.657310921512
1508,1400,1000,6.2282563065,0.200281036079,0.573392412256
1509,2000,1000,5.03599409781,0.337664422056,0.590316405619
1454,-500,400,8.83296704807,0.103227146083,0.121923597283
1455,-550,400,8.1751740049,0.0658882561384,0.041304944323
1456,-600,400,7.98488851857,0.533897729357,0.347414658509
1457,-700,400,6.67522165899,0.320388029551,1.42320904358
1450,-420,400,10.3206808128,0.32333769271,0.461442546426
1451,-440,400,9.61164935056,0.183151379565,0.454663927061
1452,-460,400,9.7681964943,0.162456835832,0.393249977031
1453,-480,400,9.25728412518,0.247826960619,0.314097714597
1458,-850,400,5.27039178842,0.297925120138,0.834417361045
1459,-1000,400,4.56230868745,0.156926946286,0.339544047617
1447,-360,400,11.0834709601,0.163443809905,0.13650759664
1446,-340,400,12.0037989712,0.496089802493,0.505843497535
1445,-320,400,11.9949636581,0.337038981644,0.848521714461
1444,-300,400,12.58062098,0.261676054072,0.298660636487
1443,-250,400,13.9125850129,0.283817500667,0.132565170104
1442,-200,400,14.5180137999,0.307086109042,0.222018463942
1441,-100,400,15.9077427159,0.354513482444,0.860639221757
1440,600,200,3.78335700425,0.0751468581912,0.0502844181907
1449,-400,400,10.2446917447,0.32173586548,1.12517075948
1448,-380,400,11.132331025,0.198624895889,0.130178671034
1472,-360,600,12.8592901472,0.224723634575,0.391675132396
1473,-380,600,12.1842589475,0.205536355585,0.14091827052
1470,-300,600,13.3506284946,0.18539788024,0.28324345488
1471,-330,600,13.2942682533,0.255908813349,0.552872663941
1476,-440,600,11.7088462842,0.163690821642,0.216894397603
1477,-470,600,11.1291351822,0.288594263158,1.04886000509
1474,-400,600,12.2249375802,0.317311139526,1.32546095852
1475,-420,600,12.3180239244,0.34608540582,1.75092411937
1478,-500,600,10.7314829841,0.196482858364,0.600594088993
1479,-600,600,9.49700487162,0.308010353989,0.827566167275
