Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
-250.0,200.0,6.48796369553,0.580913752389,13.10969739189595,1.4885914904968125,6.442410410987614,12.992967100256084,0.04555328454238605,0.1167302916398647
-300.0,200.0,5.40473966935,0.556976647072,12.502782133211962,1.810174102984,5.632519001217497,13.243064961781329,-0.227779331867497,-0.7402828285693666
-100.0,200.0,10.9339711594,0.461462968693,13.10495041678605,0.5768287108662499,10.479974088620716,12.537454078311946,0.453997070779284,0.5674963384741041
-200.0,200.0,7.86462416591,0.544531861026,13.479194201964209,1.0890637220520003,7.525161820501005,12.800269511146219,0.3394623454089949,0.6789246908179898
0.0,200.0,12.8069074724,0.566778373363,12.8069074724,0.566778373363,12.384882820397433,12.384882820397433,0.4220246520025679,0.4220246520025679
-650.0,200.0,3.66724320358,0.389331362315,18.636302794791924,4.501643876767188,3.4312009617946417,15.907064374148725,0.23604224178535826,2.729238420643199
-700.0,200.0,3.28658582816,0.497838226517,15.984099132386529,6.596356501350249,3.2535455724765883,15.546315744581324,0.03304025568341151,0.4377833878052044
-580.0,200.0,3.62032973385,0.547042399589,15.144347563441269,5.147668980132489,3.6934038222243437,15.83197473504384,-0.07307408837434393,-0.6876271716025713
-400.0,200.0,4.76116715151,0.344774025911,14.805619238126821,1.7238701295549996,4.596410993085066,13.981838446002156,0.1647561584249333,0.8237807921246656
-440.0,200.0,3.99826608979,0.433753260551,12.459611975871558,2.5331190416178404,4.327151674782045,14.380303792225105,-0.3288855849920451,-1.9206918163535462
-420.0,200.0,4.69810696455,0.410477484872,15.49401996555145,2.22068319315752,4.4542177107380985,14.174579102429066,0.24388925381190152,1.3194408631223844
-480.0,200.0,4.20931108185,0.488508170981,15.494631125336625,3.302315235831559,4.110995633264725,14.830018692900165,0.09831544858527508,0.66461243243646
-460.0,200.0,3.84052384821,0.446357423623,12.254108658303757,2.8075881945886705,4.213471667718925,14.599950443014894,-0.37294781950892464,-2.345841784711137
-500.0,200.0,4.13199651876,0.433717837161,15.894136449411295,3.14445431941725,4.01722899104653,15.062071873488637,0.11476752771346987,0.8320645759226579
-560.0,200.0,3.69264668397,0.408947199517,15.002572308225382,3.6150932437302803,3.769963727880596,15.686054976395049,-0.0773170439105959,-0.6834826681696669
-540.0,200.0,3.60552469497,0.605235064419,13.486905114652565,5.017398684033508,3.84839818537025,15.500326350070633,-0.24287349040024964,-2.0134212354180683
500.0,200.0,3.62727292057,0.542813534805,12.234890362533793,3.93539812733625,3.6040277474716205,12.066362857570542,0.023245173098379368,0.16852750496325086
100.0,200.0,10.6054649411,0.478484125446,12.694317643911049,0.5981051568074999,10.277953248767393,12.28492802849529,0.3275116923326067,0.40938961541575836
100.0,400.0,11.8484101185,0.604638235676,12.448307367790264,0.6424281254057499,11.621453084106673,12.207165518747352,0.22695703439332782,0.24114184904291136
-1300.0,400.0,3.11646921036,0.50304620421,12.267978498185677,5.816471736178126,3.113709211385301,12.236066010040716,0.0027599989746991405,0.03191248814496106
-800.0,400.0,4.60933828043,0.463632618374,14.046474882726825,2.3181630918699994,4.388128416557833,12.94042556336599,0.22120986387216757,1.1060493193608352
-700.0,400.0,4.81479876038,0.461523107476,12.669329191360383,1.8749376241212496,4.9174596978592975,13.086389249870027,-0.10266093747929705,-0.41706005850964445
-1100.0,400.0,3.49477239825,0.44481565973,12.907954302981185,3.808734086438125,3.439121587439821,12.431444235419029,0.055650810810178974,0.4765100675621561
-950.0,400.0,3.99576098363,0.428011156696,13.84263870570014,2.8422615874343755,3.817743481057325,12.66049122767847,0.17801750257267468,1.182147478021669
0.0,400.0,12.2979938325,0.612843616495,12.2979938325,0.612843616495,12.277676447742937,12.277676447742937,0.02031738475706213,0.02031738475706213
-520.0,400.0,6.227441214,0.519213438804,12.949225386203706,1.3966841503827596,6.266479789192048,13.054239153470315,-0.03903857519204834,-0.10501376726660894
-540.0,400.0,5.87615648739,0.491333350908,12.484728033996092,1.3867883829378298,6.086405780551712,13.078156663945023,-0.21024929316171193,-0.5934286299489315
-560.0,400.0,5.920189948,0.478137645028,13.11365615156264,1.4152874292828796,5.9149702660094965,13.098205892870752,0.005219681990503489,0.015450258691888763
-580.0,400.0,5.42031038962,0.537442195693,12.085774175774244,1.6674144121375325,5.751235706579726,13.112469971641794,-0.3309253169597257,-1.0266957958675498
-440.0,400.0,7.3151077757,0.477292960442,13.443822687171489,1.0548174425768198,7.080456545361445,12.92524346812328,0.23465123033855484,0.5185792190482079
-460.0,400.0,6.63784341738,0.51352941487,12.440694750130765,1.1926720660355752,6.861706029883679,12.96061566767056,-0.22386261250367934,-0.5199209175397943
-480.0,400.0,6.55745424259,0.555836048233,12.760110404927255,1.3562399576885198,6.653622539793672,12.994761050104215,-0.09616829720367193,-0.23465064517695922
-500.0,400.0,5.78127303922,0.394052014824,11.298802585101573,1.0097582879865,6.455013074826524,13.025261426343288,-0.6737400356065235,-1.7264588412417154
-600.0,400.0,5.53063421077,0.502836138635,12.911939392826962,1.63421745056375,5.595365210226068,13.122315141059186,-0.06473099945606808,-0.2103757482322237
-650.0,400.0,4.9580222485,0.548437734302,12.108750561794857,1.996656126443219,5.236094396178637,13.121106974437396,-0.2780721476786372,-1.0123564126425393
-350.0,400.0,8.13075087105,0.462754234734,12.633159313526813,0.8170504457022187,8.198566732262002,12.752896693479256,-0.06781586121200256,-0.11973737995244349
