Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
ac8,1,195,187,8,32.122098114605635,0.1717759257465542,0.9987959511475469,0.9987441641001296,-334.8995997974201,-309.4897968772972,32.122098114605635,26678.40100437922,0.4144585935247986
