Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
ra16_c8_10c,1,222,218,4,294.18634776557354,1.349478659475108,0.9928177299044229,0.9926853378289283,70.50099657643455,84.11170610392367,294.1863477655736,40960.078617307096,1.1616706329571684
