param,fitval,fiterror
pB,0.00500,0.00000
pC,-0.00000,0.00000
dwB,3.74052,0.01615
dwC,0.00000,0.00000
kexAB,98.64173,16.83641
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.66609,0.00499
R2,19.83034,0.10239
rchi2,15.71228,0.0
