param,fitval,fiterror
pB,0.00500,0.00000
pC,0.00000,0.00000
dwB,3.83934,0.07752
dwC,0.00000,0.00000
kexAB,98.64173,16.83641
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.26045,0.01506
R2,13.02536,0.26498
rchi2,15.71228,0.0
