o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,150,1400,-3.9,9.78,3.2,11.76,23.72,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1493,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,200,1401,-3.9,9.78,3.2,11.76,21.21,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1496,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,250,1402,-3.9,9.78,3.2,11.76,19.26,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1482,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,300,1403,-3.9,9.78,3.2,11.76,17.67,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1498,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,400,1404,-3.9,9.78,3.2,11.76,15.16,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1507,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,500,1405,-3.9,9.78,3.2,11.76,13.21,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1492,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,600,1406,-3.9,9.78,3.2,11.76,11.62,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1502,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,700,1407,-3.9,9.78,3.2,11.76,10.27,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1501,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,900,1408,-3.9,9.78,3.2,11.76,8.07,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1504,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,1000,1409,-3.9,9.78,3.2,11.76,7.15,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1491,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,1200,1410,-3.9,9.78,3.2,11.76,5.56,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1506,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,1400,1411,-3.9,9.78,3.2,11.76,4.21,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1501,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,1600,1412,-3.9,9.78,3.2,11.76,3.05,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1501,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,2000,1413,-3.9,9.78,3.2,11.76,1.1,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1503,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,2500,1414,-3.9,9.78,3.2,11.76,-0.85,0,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,0,298.1504,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,200,1415,-3.9,9.78,3.2,11.76,21.21,-50,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,50,298.1485,5.5066
4.71,-0.82,170.00000155,13CselR1rho.ijk,30.26,9000,1500,29.25,81.4952,7,0.018,200,1416,-3.9,9.78,3.2,11.76,21.21,-100,50,105,220,13C_A6m1A_G10_C1p_dl,32,0.038,2,70.948117,176.059144,700.175,203,100,298.1474,5.5066
