delay(s),vol_rel
0.0,1.0
0.002,0.976028709906
0.004,0.938575947099
0.006,0.90014844537
0.008,0.867424837201
0.01,0.836202391392
0.013,0.790672501411
0.016,0.746694503696
0.02,0.688241572595
0.025,0.626634730983
0.03,0.567991361422
0.05,0.370820721315
0.07,0.222947270691
0.1,0.0672471416113
0.15,-0.0901800388285
0.2,-0.165629079027
0.25,-0.206949232247
0.3,-0.231021176918
0.5,-0.250419528276
0.7,-0.23189123508
1.0,-0.166097002024
