Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,150,0.0,1.0,0.0167032630241,1.0,0.0167032630241
1400,0,150,0.01,0.7561,0.0167032630241,0.7561,0.0220913411243
1400,0,150,0.02,0.6763,0.0167032630241,0.6763,0.024698008316
1400,0,150,0.03,0.5966,0.0167032630241,0.5966,0.0279974237749
1400,0,150,0.04,0.5315,0.0167032630241,0.5315,0.0314266472702
1400,0,150,0.05,0.4628,0.0167032630241,0.4628,0.0360917524289
1400,0,150,0.06,0.3907,0.0167032630241,0.3907,0.0427521449299
1401,0,200,0.0,1.0,0.0155457738287,1.0,0.0155457738287
1401,0,200,0.01,0.8553,0.0155457738287,0.8553,0.0181758141339
1401,0,200,0.02,0.7106,0.0155457738287,0.7106,0.0218769685178
1401,0,200,0.03,0.6139,0.0155457738287,0.6139,0.0253229741468
1401,0,200,0.04,0.5415,0.0155457738287,0.5415,0.0287087235988
1401,0,200,0.05,0.4761,0.0155457738287,0.4761,0.0326523289829
1401,0,200,0.06,0.4033,0.0155457738287,0.4033,0.0385464265528
1402,0,250,0.0,1.0,0.0183643120411,1.0,0.0183643120411
1402,0,250,0.01,0.82,0.0183643120411,0.82,0.0223955024892
1402,0,250,0.02,0.7291,0.0183643120411,0.7291,0.0251876450982
1402,0,250,0.03,0.6278,0.0183643120411,0.6278,0.0292518509734
1402,0,250,0.04,0.5444,0.0183643120411,0.5444,0.0337331227794
1402,0,250,0.05,0.4706,0.0183643120411,0.4706,0.0390231875077
1402,0,250,0.06,0.4202,0.0183643120411,0.4202,0.0437037411735
1403,0,300,0.0,1.0,0.0125523176927,1.0,0.0125523176927
1403,0,300,0.01,0.854,0.0125523176927,0.854,0.0146982642772
1403,0,300,0.02,0.7341,0.0125523176927,0.7341,0.0170989207093
1403,0,300,0.03,0.6329,0.0125523176927,0.6329,0.0198330189488
1403,0,300,0.04,0.5484,0.0125523176927,0.5484,0.0228889819342
1403,0,300,0.05,0.4744,0.0125523176927,0.4744,0.0264593543269
1403,0,300,0.06,0.4138,0.0125523176927,0.4138,0.0303342621863
1404,0,400,0.0,1.0,0.0135680203275,1.0,0.0135680203275
1404,0,400,0.01,0.8635,0.0135680203275,0.8635,0.0157128202982
1404,0,400,0.02,0.7428,0.0135680203275,0.7428,0.0182660478291
1404,0,400,0.03,0.6399,0.0135680203275,0.6399,0.0212033447843
1404,0,400,0.04,0.5642,0.0135680203275,0.5642,0.0240482458835
1404,0,400,0.05,0.4829,0.0135680203275,0.4829,0.0280969565696
