Date : 12/18/2017	Time : 06:57:38	
C:\UVWINLAB\DNA41U1.SP	
20.00	0.6383
20.50	0.6381
21.00	0.6385
21.50	0.6387
22.00	0.6389
22.50	0.6387
23.00	0.6392
23.50	0.6392
24.00	0.6396
24.50	0.6395
25.00	0.6397
25.50	0.6404
26.00	0.6404
26.50	0.6411
27.00	0.6413
27.50	0.6414
28.00	0.6418
28.50	0.6420
29.00	0.6420
29.50	0.6425
30.00	0.6433
30.50	0.6432
31.00	0.6438
31.50	0.6442
32.00	0.6444
32.50	0.6449
33.00	0.6456
33.50	0.6456
34.00	0.6464
34.50	0.6466
35.00	0.6468
35.50	0.6476
36.00	0.6481
36.50	0.6486
37.00	0.6488
37.50	0.6492
38.00	0.6501
38.50	0.6503
39.00	0.6507
39.50	0.6514
40.00	0.6522
40.50	0.6528
41.00	0.6532
41.50	0.6543
42.00	0.6546
42.50	0.6556
43.00	0.6563
43.50	0.6566
44.00	0.6578
44.50	0.6586
45.00	0.6595
45.50	0.6607
46.00	0.6618
46.50	0.6630
47.00	0.6641
47.50	0.6661
48.00	0.6677
48.50	0.6689
49.00	0.6702
49.50	0.6728
50.00	0.6749
50.50	0.6767
51.00	0.6798
51.50	0.6825
52.00	0.6856
52.50	0.6887
53.00	0.6928
53.50	0.6960
54.00	0.6997
54.50	0.7040
55.00	0.7083
55.50	0.7130
56.00	0.7177
56.50	0.7222
57.00	0.7269
57.50	0.7319
58.00	0.7366
58.50	0.7402
59.00	0.7445
59.50	0.7484
60.00	0.7517
60.50	0.7552
61.00	0.7581
61.50	0.7605
62.00	0.7637
62.50	0.7650
63.00	0.7669
63.50	0.7684
64.00	0.7699
64.50	0.7714
65.00	0.7722
65.50	0.7734
66.00	0.7739
66.50	0.7747
67.00	0.7756
67.50	0.7758
68.00	0.7764
68.50	0.7775
69.00	0.7780
69.50	0.7784
70.00	0.7791
70.50	0.7797
71.00	0.7794
71.50	0.7801
72.00	0.7805
72.50	0.7810
73.00	0.7823
73.50	0.7823
74.00	0.7818
74.50	0.7826
75.00	0.7829
75.50	0.7836
76.00	0.7832
76.50	0.7840
77.00	0.7840
77.50	0.7842
78.00	0.7847
78.50	0.7848
79.00	0.7854
79.50	0.7858
80.00	0.7860
80.50	0.7865
81.00	0.7867
81.50	0.7869
82.00	0.7877
82.50	0.7876
83.00	0.7883
83.50	0.7884
84.00	0.7885
84.50	0.7895
85.00	0.7899
85.50	0.7903
86.00	0.7906
86.50	0.7910
87.00	0.7908
87.50	0.7914
88.00	0.7920
88.50	0.7922
89.00	0.7921
89.50	0.7925
