offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-3.500000000000000000e+03,2.000000000000000000e+02,2.288243757732213890e+00,0.000000000000000000e+00,2.377283206322272235e+01,0.000000000000000000e+00,9.999998547816917327e-01
-3.464824120603015217e+03,2.000000000000000000e+02,2.289676520026562301e+00,0.000000000000000000e+00,2.377459191512889447e+01,0.000000000000000000e+00,9.999998484541139376e-01
-3.429648241206029979e+03,2.000000000000000000e+02,2.291153655606215978e+00,0.000000000000000000e+00,2.377641124330773437e+01,0.000000000000000000e+00,9.999998417366685599e-01
-3.394472361809045196e+03,2.000000000000000000e+02,2.292677005096901421e+00,0.000000000000000000e+00,2.377828915660029452e+01,0.000000000000000000e+00,9.999998323400235423e-01
-3.359296482412060413e+03,2.000000000000000000e+02,2.294248557849491110e+00,0.000000000000000000e+00,2.378023961496546690e+01,0.000000000000000000e+00,9.999998270608587703e-01
-3.324120603015075176e+03,2.000000000000000000e+02,2.295870332150376392e+00,0.000000000000000000e+00,2.378225498664698989e+01,0.000000000000000000e+00,9.999998192202163017e-01
-3.288944723618090393e+03,2.000000000000000000e+02,2.297544505876496501e+00,0.000000000000000000e+00,2.378434190110715463e+01,0.000000000000000000e+00,9.999998108962819821e-01
-3.253768844221105610e+03,2.000000000000000000e+02,2.299273363673086656e+00,0.000000000000000000e+00,2.378650387298137048e+01,0.000000000000000000e+00,9.999998020742189020e-01
-3.218592964824120827e+03,2.000000000000000000e+02,2.301059315426313479e+00,0.000000000000000000e+00,2.378874441354219016e+01,0.000000000000000000e+00,9.999997926223606060e-01
-3.183417085427135589e+03,2.000000000000000000e+02,2.302904902144227606e+00,0.000000000000000000e+00,2.379106641451210180e+01,0.000000000000000000e+00,9.999997818938441974e-01
-3.148241206030150806e+03,2.000000000000000000e+02,2.304812828119239487e+00,0.000000000000000000e+00,2.379347799008792208e+01,0.000000000000000000e+00,9.999997721033139220e-01
-3.113065326633165569e+03,2.000000000000000000e+02,2.306785920185609573e+00,0.000000000000000000e+00,2.379597964181721181e+01,0.000000000000000000e+00,9.999997609830453271e-01
-3.077889447236180786e+03,2.000000000000000000e+02,2.308827189508798394e+00,0.000000000000000000e+00,2.379857729156435653e+01,0.000000000000000000e+00,9.999997491617935719e-01
-3.042713567839196003e+03,2.000000000000000000e+02,2.310939818143523450e+00,0.000000000000000000e+00,2.380127594501823296e+01,0.000000000000000000e+00,9.999997365683211958e-01
-3.007537688442211220e+03,2.000000000000000000e+02,2.313127173517228741e+00,0.000000000000000000e+00,2.380408029813014537e+01,0.000000000000000000e+00,9.999997227343283557e-01
-2.972361809045225982e+03,2.000000000000000000e+02,2.315392834206301487e+00,0.000000000000000000e+00,2.380699755071321988e+01,0.000000000000000000e+00,9.999997084553593485e-01
-2.937185929648241199e+03,2.000000000000000000e+02,2.317740587454230727e+00,0.000000000000000000e+00,2.381003346548141053e+01,0.000000000000000000e+00,9.999996935254300556e-01
-2.902010050251256416e+03,2.000000000000000000e+02,2.320174451073205635e+00,0.000000000000000000e+00,2.381319385761162266e+01,0.000000000000000000e+00,9.999996773813040196e-01
-2.866834170854271179e+03,2.000000000000000000e+02,2.322698697512126209e+00,0.000000000000000000e+00,2.381648605859265899e+01,0.000000000000000000e+00,9.999996601499347992e-01
-2.831658291457286396e+03,2.000000000000000000e+02,2.325317866061128225e+00,0.000000000000000000e+00,2.381991748039439472e+01,0.000000000000000000e+00,9.999996416774880048e-01
-2.796482412060301613e+03,2.000000000000000000e+02,2.328036762561346951e+00,0.000000000000000000e+00,2.382349159819636952e+01,0.000000000000000000e+00,9.999996182469356176e-01
-2.761306532663316830e+03,2.000000000000000000e+02,2.330860597575841631e+00,0.000000000000000000e+00,2.382723072123098973e+01,0.000000000000000000e+00,9.999996005344423677e-01
-2.726130653266331592e+03,2.000000000000000000e+02,2.333794782210005803e+00,0.000000000000000000e+00,2.383113106115075652e+01,0.000000000000000000e+00,9.999995781139214834e-01
