param,fitval,fiterror
pB,0.03000,0.00000
pC,0.00000,0.00000
dwB,-2.21833,0.08525
dwC,0.00000,0.00000
kexAB,22.73874,10.40765
kexAC,0.00000,0.00000
kexBC,-0.00000,0.00000
R1,1.24573,0.00945
R2,5.62227,0.32117
rchi2,36.19933,0.0
