param,fitval,fiterror
pB,0.00010,0.00000
pC,-0.00000,0.00000
dwB,-1.65651,4.56113
dwC,0.00000,0.00000
kexAB,333.58718,2260.64175
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,1.25535,0.01340
R2,6.18691,0.50457
rchi2,72.58128,0.0
