param,fitval,fiterror
pB,0.00010,0.00000
pC,0.00000,0.00000
dwB,2.80712,2.02350
dwC,-0.00000,0.00000
kexAB,333.58718,2260.64175
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,3.37544,0.00682
R2,19.37417,0.33237
rchi2,72.58128,0.0
