r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.214926,2.214926,150.88,0.0,0.0,0.0,2.935764,0.0,0.0,0.0,0.0,13.340294,13.340294,0.002052,2.214926,13.340294,0.0,0.0,auto,1484.134948,0.0,0.0
