param,fitval,fiterror
pB,0.00200,0.00000
pC,0.00000,0.00000
dwB,3.79049,0.03478
dwC,-0.00000,0.00000
kexAB,496.45342,43.60339
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.68272,0.00276
R2,19.15821,0.12878
rchi2,13.61945,0.0
