param,fitval,fiterror
pB,0.00200,0.00000
pC,0.00000,0.00000
dwB,3.94076,0.09470
dwC,0.00000,0.00000
kexAB,496.45342,43.60339
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.26645,0.01304
R2,12.43496,0.27757
rchi2,13.61945,0.0
