filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
20210118_probe11_melting3_gaa_at.txt,0.000624996027053369,0.6148312339193028,0.0013734469146800116,0.6543786386601343,-85.5101961276874,328.31069139630824,55.15069139630822,-0.23380808990716942,-15.79797604096575,-12.992278962079723,3.0,0.031429029428666974,-1894.2036836798175,-1878.2220960549835,duplex
avg,0.000624996027053369,0.6148312339193028,0.0013734469146800116,0.6543786386601343,-85.5101961276874,328.31069139630824,55.15069139630822,-0.23380808990716942,-15.79797604096575,-12.992278962079723,3.0,0.031429029428666974,-1894.2036836798175,-1878.2220960549835,duplex
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
