delay(s),vol_rel
0.0,1.0
0.01,0.932881043664
0.03,0.818275690848
0.05,0.720699184727
0.07,0.637855247659
0.1,0.528910995073
0.15,0.392886518115
0.2,0.292913488493
0.25,0.227027176675
0.3,0.161626845171
0.5,0.085101790851
0.7,0.0668541643782
1.0,0.0886015323104
1.5,0.17036471185
2.0,0.28262009186
2.5,0.368919943523
3.0,0.454237207155
