Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
gc8,1,212,205,7,207.84766675876682,1.013891057359838,0.9411239864948348,0.9391037311294614,10.355482664653264,33.30256697951421,207.84766675876676,3530.260531999712,1.006921574582568
