,norm_intensity,norm_intensity_error,norm_intensity_nocomplex,norm_intensity_nocomplex_error,offset(hz),slp(hz),trelax(s)
0,0.7810104076717183,0.0,0.7810104222156682,0.0,-999.9999999999999,9.999019,0.2
1,0.7809507639833713,0.0,0.781008743414143,0.0,-991.9678714859438,9.999019,0.2
2,0.7809828800486369,0.0,0.7810070215990781,0.0,-983.9357429718875,9.999019,0.2
3,0.7809850862394813,0.0,0.7810052552599388,0.0,-975.9036144578313,9.999019,0.2
4,0.7809400081281298,0.0,0.7810034428177155,0.0,-967.871485943775,9.999019,0.2
5,0.7810010911481913,0.0,0.7810015826210721,0.0,-959.8393574297188,9.999019,0.2
6,0.7809413707620462,0.0,0.7809996729422044,0.0,-951.8072289156627,9.999019,0.2
7,0.7809645042511631,0.0,0.7809977119724473,0.0,-943.7751004016064,9.999019,0.2
8,0.7809800533211205,0.0,0.7809956978175362,0.0,-935.7429718875501,9.999019,0.2
9,0.7809217424097812,0.0,0.7809936284925663,0.0,-927.710843373494,9.999019,0.2
10,0.7809889921612562,0.0,0.7809915019165671,0.0,-919.6787148594377,9.999019,0.2
11,0.7809318583384893,0.0,0.7809893159066892,0.0,-911.6465863453815,9.999019,0.2
12,0.7809431515378789,0.0,0.7809870681719655,0.0,-903.6144578313254,9.999019,0.2
13,0.7809736562782265,0.0,0.7809847563066019,0.0,-895.582329317269,9.999019,0.2
14,0.7809022529570885,0.0,0.7809823777827536,0.0,-887.5502008032129,9.999019,0.2
15,0.7809735258196236,0.0,0.7809799299427765,0.0,-879.5180722891566,9.999019,0.2
16,0.780922030838901,0.0,0.780977409990822,0.0,-871.4859437751004,9.999019,0.2
17,0.7809185287537059,0.0,0.7809748149838309,0.0,-863.4538152610442,9.999019,0.2
18,0.7809652969417229,0.0,0.7809721418217561,0.0,-855.4216867469879,9.999019,0.2
19,0.7808814741631981,0.0,0.780969387237011,0.0,-847.3895582329317,9.999019,0.2
20,0.7809540150095551,0.0,0.7809665477830534,0.0,-839.3574297188754,9.999019,0.2
21,0.7809115782924383,0.0,0.7809636198219962,0.0,-831.3253012048193,9.999019,0.2
22,0.7808902923004422,0.0,0.7809605995111916,0.0,-823.2931726907631,9.999019,0.2
23,0.7809542250025325,0.0,0.7809574827886192,0.0,-815.2610441767068,9.999019,0.2
24,0.7808592665100027,0.0,0.7809542653570293,0.0,-807.2289156626506,9.999019,0.2
25,0.780929662290042,0.0,0.7809509426666442,0.0,-799.1967871485944,9.999019,0.2
26,0.7809000397927444,0.0,0.780947509896307,0.0,-791.1646586345382,9.999019,0.2
27,0.7808580182614306,0.0,0.7809439619328938,0.0,-783.132530120482,9.999019,0.2
28,0.7809394958985616,0.0,0.7809402933487796,0.0,-775.1004016064257,9.999019,0.2
29,0.7808353777462708,0.0,0.7809364983771708,0.0,-767.0682730923695,9.999019,0.2
30,0.7808995068915306,0.0,0.7809325708850293,0.0,-759.0361445783133,9.999019,0.2
31,0.7808867516255937,0.0,0.7809285043433358,0.0,-751.004016064257,9.999019,0.2
32,0.7808211566329223,0.0,0.780924291794334,0.0,-742.9718875502008,9.999019,0.2
33,0.7809199086198568,0.0,0.7809199258154426,0.0,-734.9397590361446,9.999019,0.2
34,0.7808093859276874,0.0,0.780915398479365,0.0,-726.9076305220884,9.999019,0.2
35,0.7808623579816287,0.0,0.7809107013099731,0.0,-718.8755020080321,9.999019,0.2
36,0.7808707710525616,0.0,0.7809058252333696,0.0,-710.8433734939758,9.999019,0.2
37,0.7807789600051265,0.0,0.7809007605235417,0.0,-702.8112449799197,9.999019,0.2
38,0.7808939106420775,0.0,0.7808954967418452,0.0,-694.7791164658635,9.999019,0.2
39,0.7807806125128396,0.0,0.7808900226695115,0.0,-686.7469879518073,9.999019,0.2
40,0.7808166887907362,0.0,0.7808843262321479,0.0,-678.714859437751,9.999019,0.2
41,0.7808507590948719,0.0,0.7808783944151902,0.0,-670.6827309236947,9.999019,0.2
42,0.7807303691740535,0.0,0.7808722131688622,0.0,-662.6506024096386,9.999019,0.2
43,0.7808594470549066,0.0,0.7808657673011956,0.0,-654.6184738955824,9.999019,0.2
44,0.7807479834349894,0.0,0.7808590403572259,0.0,-646.5863453815261,9.999019,0.2
45,0.7807604632837795,0.0,0.7808520144822346,0.0,-638.5542168674699,9.999019,0.2
46,0.780824791017956,0.0,0.7808446702665285,0.0,-630.5220883534137,9.999019,0.2
47,0.7806738220862337,0.0,0.7808369865686831,0.0,-622.4899598393574,9.999019,0.2
48,0.7808137104344437,0.0,0.7808289403137559,0.0,-614.4578313253012,9.999019,0.2
49,0.7807097944856619,0.0,0.7808205062620879,0.0,-606.425702811245,9.999019,0.2
50,0.7806908400667074,0.0,0.78081165674367,0.0,-598.3935742971887,9.999019,0.2
51,0.780790032079719,0.0,0.7808023613517948,0.0,-590.3614457831325,9.999019,0.2
52,0.7806069174160973,0.0,0.7807925865885982,0.0,-582.3293172690762,9.999019,0.2
53,0.7807527035214107,0.0,0.7807822954533769,0.0,-574.29718875502,9.999019,0.2
54,0.7806632887405983,0.0,0.7807714469626382,0.0,-566.2650602409639,9.999019,0.2
55,0.7806036374405158,0.0,0.7807599955883335,0.0,-558.2329317269076,9.999019,0.2
56,0.7807421446803309,0.0,0.7807478905975838,0.0,-550.2008032128514,9.999019,0.2
57,0.7805257813178608,0.0,0.7807350752732767,0.0,-542.1686746987951,9.999019,0.2
58,0.7806704220746502,0.0,0.7807214859899092,0.0,-534.1365461847389,9.999019,0.2
59,0.780603834925772,0.0,0.780707051112536,0.0,-526.1044176706828,9.999019,0.2
60,0.7804922942753105,0.0,0.7806916896786656,0.0,-518.0722891566265,9.999019,0.2
61,0.7806741138039506,0.0,0.7806753098120154,0.0,-510.0401606425703,9.999019,0.2
62,0.7804237720970763,0.0,0.7806578068034343,0.0,-502.00803212851406,9.999019,0.2
63,0.7805571936560308,0.0,0.7806390607760836,0.0,-493.9759036144578,9.999019,0.2
64,0.780523175106838,0.0,0.780618933827979,0.0,-485.9437751004016,9.999019,0.2
65,0.7803456547158361,0.0,0.7805972665133939,0.0,-477.9116465863453,9.999019,0.2
66,0.7805736765669872,0.0,0.7805738734820549,0.0,-469.8795180722891,9.999019,0.2
67,0.7802885408053195,0.0,0.7805485380377705,0.0,-461.84738955823286,9.999019,0.2
68,0.7803959153062279,0.0,0.7805210053002459,0.0,-453.8152610441766,9.999019,0.2
69,0.7804052360180112,0.0,0.7804909735468447,0.0,-445.7831325301205,9.999019,0.2
70,0.7801426469244086,0.0,0.7804580831632841,0.0,-437.7510040160643,9.999019,0.2
71,0.7804169435396424,0.0,0.7804219024251217,0.0,-429.718875502008,9.999019,0.2
72,0.780094427858241,0.0,0.7803819090402683,0.0,-421.6867469879518,9.999019,0.2
73,0.7801522574101617,0.0,0.7803374659661791,0.0,-413.6546184738955,9.999019,0.2
74,0.7802145645250033,0.0,0.7802877894150928,0.0,-405.6224899598393,9.999019,0.2
75,0.7798373701231988,0.0,0.7802319060849842,0.0,-397.59036144578306,9.999019,0.2
76,0.7801497866862395,0.0,0.7801685953624041,0.0,-389.55823293172693,9.999019,0.2
