,norm_intensity,norm_intensity_error,norm_intensity_nocomplex,norm_intensity_nocomplex_error,offset(hz),slp(hz),trelax(s)
0,0.5835130774416015,0.0,0.5835130791375346,0.0,-1500.0,10.0,0.2
1,0.5835098118462334,0.0,0.5835112690093286,0.0,-1487.9518072289156,10.0,0.2
2,0.5835088901827393,0.0,0.5835094142660145,0.0,-1475.9036144578315,10.0,0.2
3,0.5835068444443763,0.0,0.5835075134293186,0.0,-1463.855421686747,10.0,0.2
4,0.5835041293300733,0.0,0.5835055649592057,0.0,-1451.8072289156626,10.0,0.2
5,0.5835035434032593,0.0,0.5835035672508213,0.0,-1439.7590361445782,10.0,0.2
6,0.5834998138201075,0.0,0.5835015186311419,0.0,-1427.710843373494,10.0,0.2
7,0.5834990797971417,0.0,0.5834994173555006,0.0,-1415.6626506024097,10.0,0.2
8,0.5834962622939108,0.0,0.5834972616038547,0.0,-1403.6144578313254,10.0,0.2
9,0.5834937126332755,0.0,0.5834950494768646,0.0,-1391.5662650602408,10.0,0.2
10,0.5834926469446229,0.0,0.5834927789916886,0.0,-1379.5180722891566,10.0,0.2
11,0.5834885379622659,0.0,0.5834904480775626,0.0,-1367.4698795180723,10.0,0.2
12,0.5834878850557292,0.0,0.5834880545710635,0.0,-1355.421686746988,10.0,0.2
13,0.5834842179200953,0.0,0.583485596211104,0.0,-1343.3734939759033,10.0,0.2
14,0.5834818973082456,0.0,0.5834830706335848,0.0,-1331.3253012048192,10.0,0.2
15,0.5834801357989766,0.0,0.5834804753657206,0.0,-1319.2771084337348,10.0,0.2
16,0.5834757548380863,0.0,0.5834778078199859,0.0,-1307.2289156626505,10.0,0.2
17,0.5834750181627919,0.0,0.5834750652876742,0.0,-1295.1807228915663,10.0,0.2
18,0.5834704576374433,0.0,0.5834722449319993,0.0,-1283.132530120482,10.0,0.2
19,0.5834683878291351,0.0,0.5834693437808007,0.0,-1271.0843373493976,10.0,0.2
20,0.58346570400422,0.0,0.5834663587186997,0.0,-1259.0361445783133,10.0,0.2
21,0.5834611706226178,0.0,0.5834632864787339,0.0,-1246.987951807229,10.0,0.2
22,0.5834601236317009,0.0,0.5834601236334253,0.0,-1234.9397590361446,10.0,0.2
23,0.5834546639476648,0.0,0.58345686658524,0.0,-1222.8915662650602,10.0,0.2
24,0.5834528080857432,0.0,0.5834535115563387,0.0,-1210.8433734939758,10.0,0.2
25,0.5834489750105156,0.0,0.5834500545776586,0.0,-1198.7951807228915,10.0,0.2
26,0.5834444058159439,0.0,0.5834464914771487,0.0,-1186.7469879518071,10.0,0.2
27,0.5834427591273661,0.0,0.5834428178672365,0.0,-1174.6987951807228,10.0,0.2
28,0.5834364325179787,0.0,0.5834390291312735,0.0,-1162.6506024096384,10.0,0.2
29,0.5834346775627985,0.0,0.5834351204090827,0.0,-1150.6024096385543,10.0,0.2
30,0.5834294776245266,0.0,0.5834310865813551,0.0,-1138.55421686747,10.0,0.2
31,0.5834249664474361,0.0,0.5834269222529371,0.0,-1126.5060240963855,10.0,0.2
32,0.5834223684595193,0.0,0.5834226217347602,0.0,-1114.4578313253012,10.0,0.2
33,0.5834152400827386,0.0,0.5834181790244529,0.0,-1102.4096385542168,10.0,0.2
34,0.5834133784907379,0.0,0.5834135877854163,0.0,-1090.3614457831325,10.0,0.2
35,0.583406611534628,0.0,0.5834088413242309,0.0,-1078.313253012048,10.0,0.2
