Date : 3/6/2018	Time : 03:22:32	
C:\UVWINLAB\DNA61U1.SP	
15.00	0.6076
15.50	0.6085
16.00	0.6088
16.50	0.6096
17.00	0.6104
17.50	0.6099
18.00	0.6115
18.50	0.6119
19.00	0.6125
19.50	0.6130
20.00	0.6140
20.50	0.6148
21.00	0.6158
21.50	0.6162
22.00	0.6169
22.50	0.6176
23.00	0.6188
23.50	0.6192
24.00	0.6203
24.50	0.6210
25.00	0.6219
25.50	0.6231
26.00	0.6238
26.50	0.6254
27.00	0.6265
27.50	0.6270
28.00	0.6284
28.50	0.6294
29.00	0.6307
29.50	0.6323
30.00	0.6339
30.50	0.6354
31.00	0.6366
31.50	0.6385
32.00	0.6396
32.50	0.6419
33.00	0.6437
33.50	0.6463
34.00	0.6483
34.50	0.6512
35.00	0.6536
35.50	0.6553
36.00	0.6590
36.50	0.6618
37.00	0.6645
37.50	0.6678
38.00	0.6710
38.50	0.6739
39.00	0.6777
39.50	0.6801
40.00	0.6839
40.50	0.6865
41.00	0.6896
41.50	0.6915
42.00	0.6941
42.50	0.6961
43.00	0.6986
43.50	0.7004
44.00	0.7029
44.50	0.7046
45.00	0.7057
45.50	0.7068
46.00	0.7084
46.50	0.7089
47.00	0.7098
47.50	0.7110
48.00	0.7117
48.50	0.7123
49.00	0.7124
49.50	0.7131
50.00	0.7139
50.50	0.7144
51.00	0.7149
51.50	0.7150
52.00	0.7154
52.50	0.7162
53.00	0.7166
53.50	0.7167
54.00	0.7174
54.50	0.7174
55.00	0.7176
55.50	0.7185
56.00	0.7186
56.50	0.7188
57.00	0.7190
57.50	0.7193
58.00	0.7197
58.50	0.7203
59.00	0.7199
59.50	0.7209
60.00	0.7211
60.50	0.7211
61.00	0.7216
61.50	0.7219
62.00	0.7217
62.50	0.7222
63.00	0.7228
63.50	0.7234
64.00	0.7235
64.50	0.7238
65.00	0.7242
65.50	0.7243
66.00	0.7247
66.50	0.7260
67.00	0.7257
67.50	0.7269
68.00	0.7267
68.50	0.7273
69.00	0.7275
69.50	0.7276
70.00	0.7283
Date : 3/6/2018	Time : 04:32:19	


Date : 3/6/2018	Time : 04:32:19	
C:\UVWINLAB\DNA61D1.SP	
