r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.346062,1.346062,176.090091,0.0,0.0,0.0,3.879331,0.0,0.0,0.0,0.0,30.424194,30.424194,0.001368,1.346062,30.424194,0.0,0.0,auto,548.992307,0.0,0.0
