offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-3.200000000000000000e+03,2.000000000000000000e+02,1.459514529447065057e+00,0.000000000000000000e+00,3.050336206789575044e+01,0.000000000000000000e+00,9.999996513122644259e-01
-3.167839195979899614e+03,2.000000000000000000e+02,1.461827656711350620e+00,0.000000000000000000e+00,3.050513057975780384e+01,0.000000000000000000e+00,9.999996365849651569e-01
-3.135678391959799228e+03,2.000000000000000000e+02,1.464212273887522509e+00,0.000000000000000000e+00,3.050696437940746364e+01,0.000000000000000000e+00,9.999996208589806423e-01
-3.103517587939698387e+03,2.000000000000000000e+02,1.466671364993576088e+00,0.000000000000000000e+00,3.050886799086913470e+01,0.000000000000000000e+00,9.999996048240483715e-01
-3.071356783919598001e+03,2.000000000000000000e+02,1.469208054393616125e+00,0.000000000000000000e+00,3.051084210013431175e+01,0.000000000000000000e+00,9.999995864873597595e-01
-3.039195979899497615e+03,2.000000000000000000e+02,1.471825637450871138e+00,0.000000000000000000e+00,3.051288875974410075e+01,0.000000000000000000e+00,9.999995644718446819e-01
-3.007035175879396775e+03,2.000000000000000000e+02,1.474527601913486752e+00,0.000000000000000000e+00,3.051501370398301560e+01,0.000000000000000000e+00,9.999995397573046008e-01
-2.974874371859296389e+03,2.000000000000000000e+02,1.477317643895817323e+00,0.000000000000000000e+00,3.051722697844780896e+01,0.000000000000000000e+00,9.999995161216772566e-01
-2.942713567839196003e+03,2.000000000000000000e+02,1.480199634923548002e+00,0.000000000000000000e+00,3.051953261955526386e+01,0.000000000000000000e+00,9.999994932304530071e-01
-2.910552763819095617e+03,2.000000000000000000e+02,1.483177657068737831e+00,0.000000000000000000e+00,3.052193391460269822e+01,0.000000000000000000e+00,9.999994699075198668e-01
-2.878391959798995231e+03,2.000000000000000000e+02,1.486256017329802281e+00,0.000000000000000000e+00,3.052443349698012298e+01,0.000000000000000000e+00,9.999994440124424511e-01
-2.846231155778894390e+03,2.000000000000000000e+02,1.489439265962662740e+00,0.000000000000000000e+00,3.052703401175517683e+01,0.000000000000000000e+00,9.999994129314733193e-01
-2.814070351758794004e+03,2.000000000000000000e+02,1.492732239136510763e+00,0.000000000000000000e+00,3.052974329517655860e+01,0.000000000000000000e+00,9.999993776955679037e-01
-2.781909547738693618e+03,2.000000000000000000e+02,1.496140064805071335e+00,0.000000000000000000e+00,3.053257143767564230e+01,0.000000000000000000e+00,9.999993408748211188e-01
-2.749748743718592777e+03,2.000000000000000000e+02,1.499668188014592118e+00,0.000000000000000000e+00,3.053553160550603707e+01,0.000000000000000000e+00,9.999993072328117183e-01
-2.717587939698492391e+03,2.000000000000000000e+02,1.503322315800319497e+00,0.000000000000000000e+00,3.053862549427233830e+01,0.000000000000000000e+00,9.999992721436318233e-01
-2.685427135678392006e+03,2.000000000000000000e+02,1.507108524435428087e+00,0.000000000000000000e+00,3.054185989724908268e+01,0.000000000000000000e+00,9.999992341402715867e-01
-2.653266331658291620e+03,2.000000000000000000e+02,1.511033245458039964e+00,0.000000000000000000e+00,3.054523925905249371e+01,0.000000000000000000e+00,9.999991889687996904e-01
-2.621105527638191234e+03,2.000000000000000000e+02,1.515103338741534467e+00,0.000000000000000000e+00,3.054877390842662521e+01,0.000000000000000000e+00,9.999991367804608178e-01
-2.588944723618090393e+03,2.000000000000000000e+02,1.519326083708773645e+00,0.000000000000000000e+00,3.055247293193659175e+01,0.000000000000000000e+00,9.999990755691310351e-01
-2.556783919597990007e+03,2.000000000000000000e+02,1.523709371982107541e+00,0.000000000000000000e+00,3.055637071983673536e+01,0.000000000000000000e+00,9.999990277091707069e-01
-2.524623115577889621e+03,2.000000000000000000e+02,1.528261336541772097e+00,0.000000000000000000e+00,3.056045876294624009e+01,0.000000000000000000e+00,9.999989729750106138e-01
-2.492462311557788780e+03,2.000000000000000000e+02,1.532990793136777663e+00,0.000000000000000000e+00,3.056475386246424364e+01,0.000000000000000000e+00,9.999989147007238843e-01
-2.460301507537688394e+03,2.000000000000000000e+02,1.537907082455511221e+00,0.000000000000000000e+00,3.056926469997702611e+01,0.000000000000000000e+00,9.999988465735066834e-01
-2.428140703517588008e+03,2.000000000000000000e+02,1.543020202878233604e+00,0.000000000000000000e+00,3.057400578050535955e+01,0.000000000000000000e+00,9.999987665290783756e-01
-2.395979899497487622e+03,2.000000000000000000e+02,1.548340834844359470e+00,0.000000000000000000e+00,3.057899302971782163e+01,0.000000000000000000e+00,9.999986722397917749e-01
-2.363819095477387236e+03,2.000000000000000000e+02,1.553880590872868339e+00,0.000000000000000000e+00,3.058427108919318016e+01,0.000000000000000000e+00,9.999985920716201182e-01
