offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
2.400000000000000000e+03,2.000000000000000000e+02,-4.137782955857574052e+01,-4.137782955857574052e+01,-2.348386962756756475e+03,-2.348386962756756475e+03,-1.318607462185653834e+00,-2.341017753907138740e+03,-2.510152015823496185e+01,-2.510152015823496185e+01,-1.304039683529530480e+00
2.375879396984924824e+03,2.000000000000000000e+02,-4.137516571134165133e+01,-4.137516571134165133e+01,-2.348384319732916993e+03,-2.348384319732916993e+03,-1.322625127984502269e+00,-2.341024349983498269e+03,-2.509983991172884998e+01,-2.509983991172884998e+01,-1.307400176544733172e+00
2.351758793969849194e+03,2.000000000000000000e+02,-4.137241735695670286e+01,-4.137241735695670286e+01,-2.348381566201137503e+03,-2.348381566201137503e+03,-1.326783305010832414e+00,-2.341031195578809275e+03,-2.509810819580843599e+01,-2.509810819580843599e+01,-1.310863608384535306e+00
2.327638190954774018e+03,2.000000000000000000e+02,-4.136958089410995854e+01,-4.136958089410995854e+01,-2.348378696020909047e+03,-2.348378696020909047e+03,-1.331088831989026389e+00,-2.341038303337968046e+03,-2.509632289197361388e+01,-2.509632289197361388e+01,-1.314434216052604354e+00
2.303517587939698387e+03,2.000000000000000000e+02,-4.136665252824923300e+01,-4.136665252824923300e+01,-2.348375702626413840e+03,-2.348375702626413840e+03,-1.335548978919941288e+00,-2.341045686711753660e+03,-2.509448177187772444e+01,-2.509448177187772444e+01,-1.318116456244361911e+00
2.279396984924623212e+03,2.000000000000000000e+02,-4.136362825903177054e+01,-4.136362825903177054e+01,-2.348372578991206865e+03,-2.348372578991206865e+03,-1.340171480603681964e+00,-2.341053360018911008e+03,-2.509258249043841715e+01,-2.509258249043841715e+01,-1.321915019122568369e+00
2.255276381909547581e+03,2.000000000000000000e+02,-4.136050386684860314e+01,-4.136050386684860314e+01,-2.348369317589613274e+03,-2.348369317589613274e+03,-1.344964573269083807e+00,-2.341061338513816281e+03,-2.509062257844561827e+01,-2.509062257844561827e+01,-1.325834843108598893e+00
2.231155778894472405e+03,2.000000000000000000e+02,-4.135727489827615955e+01,-4.135727489827615955e+01,-2.348365910354231346e+03,-2.348365910354231346e+03,-1.349937034618772902e+00,-2.341069638460369788e+03,-2.508859943461288822e+01,-2.508859943461288822e+01,-1.329881130775315112e+00
2.207035175879396775e+03,2.000000000000000000e+02,-4.135393665045091893e+01,-4.135393665045091893e+01,-2.348362348629343614e+03,-2.348362348629343614e+03,-1.355098227679304879e+00,-2.341078277212734520e+03,-2.508651031703288936e+01,-2.508651031703288936e+01,-1.334059365936352659e+00
2.182914572864321599e+03,2.000000000000000000e+02,-4.135048415414610190e+01,-4.135048415414610190e+01,-2.348358623119584990e+03,-2.348358623119584990e+03,-1.360458148855960614e+00,-2.341087273303684924e+03,-2.508435233398176933e+01,-2.508435233398176933e+01,-1.338375332035453225e+00
2.158793969849246423e+03,2.000000000000000000e+02,-4.134691215555068311e+01,-4.134691215555068311e+01,-2.348354723833454955e+03,-2.348354723833454955e+03,-1.366027480657506787e+00,-2.341096646541329847e+03,-2.508212243402431341e+01,-2.508212243402431341e+01,-1.342835131949724259e+00
