Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
ac8,1,219,212,7,610.1583273734809,2.8781053177994385,0.9638483588136091,0.9626490152671411,238.92844322415405,262.1211396456658,610.1583273734809,16877.749041257106,1.6964979569098921
