Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
G10_C8_Off,1,0.23537319315781746,176.04,auto,298.15,0.977,0.023,0.0,3.480033411827625,0.0,2889.228025963759,0.0,0.0,66.4522445972,2822.77578137,0.0,0.0,0.0,0.0,0.0150484006381,0.000354261222801,0.0,2.22122084211,0.0,14.9668109397,12.7455900976,0.0,0.0,0.0,0.0,0.2236778039795024,0.2236778039795024,0.2236778039795024,32.09571086765167,32.09571086765167,32.09571086765167,0.023,0.023,0.0,0.0315507306638586,0.0,107.77802603156742,0.0,0.0,64.989124599,123.714786821,0.0,0.0,0.0,0.0,0.0147170707327,1.55263311904e-05,0.0,0.580021199481,0.0,0.579439647257,0.0259670374417,0.0,0.0,0.0,0.0,0.24364045299853607,0.24364045299853607,0.24364045299853607,0.6078384313356637,0.6078384313356637,0.6078384313356637
