Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
G_C8_Off,1,190,185,5,63.20735377032092,0.34166137173146444,0.9826538301843787,0.9821824668741715,-198.7885629672269,-182.87952956294623,63.20735377032092,3643.8795677763133,0.5845180679255898
