o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,50,1400,-3.9,9.75,3.2,12.66,34.98,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1478,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,100,1401,-3.9,9.75,3.2,12.66,28.91,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1471,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,150,1402,-3.9,9.75,3.2,12.66,25.36,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1492,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,200,1403,-3.9,9.75,3.2,12.66,22.85,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1492,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,250,1404,-3.9,9.75,3.2,12.66,20.89,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1494,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,300,1405,-3.9,9.75,3.2,12.66,19.3,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1521,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,400,1406,-3.9,9.75,3.2,12.66,16.78,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1496,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,500,1407,-3.9,9.75,3.2,12.66,14.83,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1496,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,600,1408,-3.9,9.75,3.2,12.66,13.23,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1521,7.7862
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,135.7969,6,0.02,700,1409,-3.9,9.75,3.2,12.66,11.88,0,50,105,220,13C_G10_C8_dl,16,0.042,2,60.76302,150.784627,599.66,188.81,0,298.1501,7.7862
