Date : 8/30/2019	Time : 21:53:30	
C:\UVWINLAB\DNA81U1.SP	
15.00	0.6301
15.20	0.6308
15.40	0.6315
15.60	0.6319
15.80	0.6327
16.00	0.6333
16.20	0.6341
16.40	0.6350
16.60	0.6360
16.80	0.6366
17.00	0.6372
17.20	0.6382
17.40	0.6390
17.60	0.6398
17.80	0.6408
18.00	0.6416
18.20	0.6425
18.40	0.6435
18.60	0.6442
18.80	0.6458
19.00	0.6465
19.20	0.6479
19.40	0.6490
19.60	0.6499
19.80	0.6507
20.00	0.6520
20.20	0.6529
20.40	0.6542
20.60	0.6552
20.80	0.6562
21.00	0.6574
21.20	0.6582
21.40	0.6593
21.60	0.6605
21.80	0.6613
22.00	0.6627
22.20	0.6633
22.40	0.6646
22.60	0.6658
22.80	0.6667
23.00	0.6681
23.20	0.6689
23.40	0.6705
23.60	0.6714
23.80	0.6727
24.00	0.6738
24.20	0.6753
24.40	0.6759
24.60	0.6774
24.80	0.6783
25.00	0.6794
25.20	0.6804
25.40	0.6815
25.60	0.6829
25.80	0.6834
26.00	0.6844
26.20	0.6852
26.40	0.6865
26.60	0.6873
26.80	0.6881
27.00	0.6892
27.20	0.6899
27.40	0.6906
27.60	0.6917
27.80	0.6924
28.00	0.6935
28.20	0.6943
28.40	0.6949
28.60	0.6957
28.80	0.6968
29.00	0.6971
29.20	0.6977
29.40	0.6984
29.60	0.6990
29.80	0.6995
30.00	0.7001
30.20	0.7008
30.40	0.7013
30.60	0.7017
30.80	0.7023
31.00	0.7029
31.20	0.7037
31.40	0.7042
31.60	0.7049
31.80	0.7052
32.00	0.7060
32.20	0.7065
32.50	0.7069
32.70	0.7077
33.00	0.7082
33.20	0.7087
33.50	0.7094
33.70	0.7098
34.00	0.7106
34.20	0.7112
34.50	0.7117
34.70	0.7123
35.00	0.7131
35.20	0.7134
35.50	0.7139
35.70	0.7141
36.00	0.7147
36.20	0.7149
36.50	0.7158
36.70	0.7160
37.00	0.7169
37.20	0.7172
37.50	0.7178
37.70	0.7182
38.00	0.7186
38.20	0.7188
38.50	0.7194
38.70	0.7198
39.00	0.7205
39.20	0.7209
39.50	0.7216
39.70	0.7219
40.00	0.7224
40.20	0.7228
40.50	0.7235
40.70	0.7235
41.00	0.7245
41.20	0.7249
41.50	0.7254
41.70	0.7258
42.00	0.7263
42.20	0.7267
42.50	0.7274
42.70	0.7274
43.00	0.7284
43.20	0.7286
43.50	0.7287
43.70	0.7292
44.00	0.7299
44.20	0.7302
44.50	0.7306
44.70	0.7306
45.00	0.7318
Date : 8/30/2019	Time : 22:39:08	


Date : 8/30/2019	Time : 22:39:08	
C:\UVWINLAB\DNA81D1.SP	
45.00	0.7320
44.80	0.7317
44.50	0.7313
44.30	0.7308
44.00	0.7301
43.80	0.7295
43.50	0.7289
43.30	0.7284
43.00	0.7279
42.80	0.7276
42.50	0.7271
42.30	0.7267
42.00	0.7262
41.80	0.7259
41.50	0.7254
41.30	0.7250
41.00	0.7244
40.80	0.7242
40.50	0.7238
40.30	0.7232
40.00	0.7228
39.80	0.7224
39.50	0.7219
39.30	0.7217
39.00	0.7210
38.80	0.7207
38.50	0.7198
38.30	0.7194
38.00	0.7189
37.80	0.7185
37.50	0.7179
37.30	0.7175
37.00	0.7169
36.80	0.7165
