Date : 8/30/2019	Time : 19:01:18	
C:\UVWINLAB\DNA61U1.SP	
15.00	0.6178
15.20	0.6185
15.40	0.6189
15.60	0.6198
15.80	0.6205
16.00	0.6209
16.20	0.6218
16.40	0.6228
16.60	0.6232
16.80	0.6240
17.00	0.6248
17.20	0.6253
17.40	0.6259
17.60	0.6268
17.80	0.6275
18.00	0.6281
18.20	0.6290
18.40	0.6299
18.60	0.6307
18.80	0.6317
19.00	0.6326
19.20	0.6336
19.40	0.6344
19.60	0.6354
19.80	0.6365
20.00	0.6380
20.20	0.6392
20.40	0.6403
20.60	0.6416
20.80	0.6430
21.00	0.6440
21.20	0.6452
21.40	0.6462
21.60	0.6472
21.80	0.6486
22.00	0.6495
22.20	0.6504
22.40	0.6515
22.60	0.6528
22.80	0.6539
23.00	0.6551
23.20	0.6563
23.40	0.6571
23.60	0.6584
23.80	0.6593
24.00	0.6603
24.20	0.6615
24.40	0.6628
24.60	0.6643
24.80	0.6652
25.00	0.6663
25.20	0.6676
25.40	0.6688
25.60	0.6699
25.80	0.6710
26.00	0.6720
26.20	0.6732
26.40	0.6743
26.60	0.6752
26.80	0.6762
27.00	0.6773
27.20	0.6784
27.40	0.6793
27.60	0.6804
27.80	0.6816
28.00	0.6826
28.20	0.6835
28.40	0.6841
28.60	0.6851
28.80	0.6860
29.00	0.6864
29.20	0.6869
29.40	0.6877
29.60	0.6884
29.80	0.6891
30.00	0.6897
30.20	0.6905
30.40	0.6908
30.60	0.6915
30.80	0.6920
31.00	0.6927
31.20	0.6935
31.40	0.6938
31.60	0.6943
31.80	0.6949
32.00	0.6955
32.20	0.6958
32.50	0.6964
32.70	0.6971
33.00	0.6978
33.20	0.6983
33.50	0.6988
33.70	0.6995
34.00	0.7003
34.20	0.7008
34.50	0.7016
34.70	0.7020
35.00	0.7028
35.20	0.7031
35.50	0.7038
35.70	0.7042
36.00	0.7047
36.20	0.7051
36.50	0.7059
36.70	0.7062
37.00	0.7068
37.20	0.7072
37.50	0.7076
37.70	0.7081
38.00	0.7085
38.20	0.7089
38.50	0.7094
38.70	0.7097
39.00	0.7105
39.20	0.7107
39.50	0.7112
39.70	0.7114
40.00	0.7118
40.20	0.7124
40.50	0.7132
40.70	0.7132
41.00	0.7139
41.20	0.7144
41.50	0.7149
41.70	0.7154
42.00	0.7159
42.20	0.7163
42.50	0.7169
42.70	0.7169
43.00	0.7177
43.20	0.7180
43.50	0.7187
43.70	0.7191
44.00	0.7198
44.20	0.7200
44.50	0.7205
44.70	0.7205
45.00	0.7215
45.20	0.7218
45.50	0.7226
45.70	0.7230
46.00	0.7234
46.20	0.7239
46.50	0.7244
46.70	0.7244
47.00	0.7252
47.20	0.7258
47.50	0.7262
47.70	0.7266
48.00	0.7274
48.20	0.7274
48.50	0.7284
48.70	0.7284
49.00	0.7291
49.20	0.7295
49.50	0.7299
49.70	0.7304
50.00	0.7311
50.20	0.7313
50.50	0.7319
50.70	0.7319
51.00	0.7331
51.20	0.7334
51.50	0.7338
51.70	0.7343
52.00	0.7348
52.20	0.7352
52.50	0.7359
52.70	0.7359
53.00	0.7368
53.20	0.7370
53.50	0.7378
53.70	0.7380
54.00	0.7387
54.20	0.7393
54.50	0.7398
54.70	0.7398
55.00	0.7407
Date : 8/30/2019	Time : 19:56:11	


Date : 8/30/2019	Time : 19:56:11	
C:\UVWINLAB\DNA61D1.SP	
55.00	0.7390
54.80	0.7387
54.50	0.7380
54.30	0.7376
54.00	0.7372
53.80	0.7372
53.50	0.7364
53.30	0.7362
53.00	0.7357
52.80	0.7350
52.50	0.7343
52.30	0.7339
52.00	0.7335
51.80	0.7332
51.50	0.7328
51.30	0.7324
51.00	0.7320
50.80	0.7315
50.50	0.7311
50.30	0.7306
50.00	0.7301
49.80	0.7297
49.50	0.7292
49.30	0.7288
49.00	0.7281
48.80	0.7278
48.50	0.7273
48.30	0.7267
48.00	0.7263
47.80	0.7256
47.50	0.7253
47.30	0.7249
47.00	0.7243
46.80	0.7242
46.50	0.7236
46.30	0.7231
46.00	0.7226
45.80	0.7223
45.50	0.7216
45.30	0.7216
45.00	0.7211
44.80	0.7207
44.50	0.7200
44.30	0.7197
44.00	0.7191
43.80	0.7184
43.50	0.7179
43.30	0.7175
43.00	0.7173
42.80	0.7166
42.50	0.7162
42.30	0.7157
42.00	0.7153
41.80	0.7150
41.50	0.7145
41.30	0.7142
41.00	0.7136
40.80	0.7133
40.50	0.7128
40.30	0.7125
40.00	0.7118
39.80	0.7114
39.50	0.7108
39.30	0.7103
39.00	0.7097
38.80	0.7093
38.50	0.7085
38.30	0.7081
38.00	0.7078
37.80	0.7072
37.50	0.7067
37.30	0.7062
37.00	0.7058
36.80	0.7052
36.50	0.7046
36.30	0.7041
36.00	0.7035
35.80	0.7031
35.50	0.7024
35.30	0.7019
35.00	0.7013
34.80	0.7008
34.50	0.7002
34.30	0.6997
34.00	0.6989
33.80	0.6983
33.50	0.6976
33.30	0.6969
33.00	0.6965
32.80	0.6956
32.50	0.6949
32.30	0.6942
32.00	0.6934
31.80	0.6927
31.60	0.6923
31.40	0.6916
31.20	0.6906
31.00	0.6899
30.80	0.6892
30.60	0.6885
30.40	0.6880
30.20	0.6869
30.00	0.6864
29.80	0.6856
29.60	0.6845
29.40	0.6839
29.20	0.6828
29.00	0.6818
28.80	0.6810
28.60	0.6799
28.40	0.6790
28.20	0.6780
28.00	0.6771
27.80	0.6764
27.60	0.6753
27.40	0.6742
27.20	0.6732
27.00	0.6724
26.80	0.6714
26.60	0.6703
26.40	0.6692
26.20	0.6680
26.00	0.6666
25.80	0.6657
25.60	0.6642
25.40	0.6630
25.20	0.6616
25.00	0.6604
24.80	0.6593
24.60	0.6579
24.40	0.6571
24.20	0.6558
24.00	0.6544
23.80	0.6534
23.60	0.6524
23.40	0.6512
23.20	0.6499
23.00	0.6488
22.80	0.6475
22.60	0.6464
22.40	0.6452
