offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
2.400000000000000000e+03,2.000000000000000000e+02,-3.720053303935986833e+01,-3.720053303935986833e+01,-2.407825772575688006e+03,-2.407825772575688006e+03,-1.442989685906264308e+00,-2.389334013084003800e+03,-2.864813615360299082e+01,-2.864813615360299082e+01,-1.435898692793772025e+00
2.375879396984924824e+03,2.000000000000000000e+02,-3.719804702358413806e+01,-3.719804702358413806e+01,-2.407822385785398183e+03,-2.407822385785398183e+03,-1.447148147511592819e+00,-2.389341600234531597e+03,-2.864621480750111004e+01,-2.864621480750111004e+01,-1.439741384996926499e+00
2.351758793969849194e+03,2.000000000000000000e+02,-3.719548330840103745e+01,-3.719548330840103745e+01,-2.407818863716476699e+03,-2.407818863716476699e+03,-1.451442155131563050e+00,-2.389349477795105486e+03,-2.864423460666967003e+01,-2.864423460666967003e+01,-1.443701786658007302e+00
2.327638190954774018e+03,2.000000000000000000e+02,-3.719283863095375864e+01,-3.719283863095375864e+01,-2.407815199131788177e+03,-2.407815199131788177e+03,-1.455877774352237308e+00,-2.389357660700155066e+03,-2.864219312863156119e+01,-2.864219312863156119e+01,-1.447784742739656849e+00
2.303517587939698387e+03,2.000000000000000000e+02,-3.719010955579230426e+01,-3.719010955579230426e+01,-2.407811384308132347e+03,-2.407811384308132347e+03,-1.460461420079998129e+00,-2.389366164852070142e+03,-2.864008782528935626e+01,-2.864008782528935626e+01,-1.451995349419032522e+00
2.279396984924623212e+03,2.000000000000000000e+02,-3.718729246387368192e+01,-3.718729246387368192e+01,-2.407807410996888848e+03,-2.407807410996888848e+03,-1.465199881348779209e+00,-2.389375007197134892e+03,-2.863791601508000895e+01,-2.863791601508000895e+01,-1.456338969839959807e+00
2.255276381909547581e+03,2.000000000000000000e+02,-3.718438354067521345e+01,-3.718438354067521345e+01,-2.407803270380973117e+03,-2.407803270380973117e+03,-1.470100348227874720e+00,-2.389384205808476509e+03,-2.863567487448653992e+01,-2.863567487448653992e+01,-1.460821251026438228e+00
2.231155778894472405e+03,2.000000000000000000e+02,-3.718137876343726589e+01,-3.718137876343726589e+01,-2.407798953027657717e+03,-2.407798953027657717e+03,-1.475170441044649339e+00,-2.389393779976769565e+03,-2.863336142897105674e+01,-2.863336142897105674e+01,-1.465448142055972180e+00
2.207035175879396775e+03,2.000000000000000000e+02,-3.717827388742523453e+01,-3.717827388742523453e+01,-2.407794448836732045e+03,-2.407794448836732045e+03,-1.480418242138851870e+00,-2.389403750309541010e+03,-2.863097254319700369e+01,-2.863097254319700369e+01,-1.470225913600836876e+00
2.182914572864321599e+03,2.000000000000000000e+02,-3.717506443111039971e+01,-3.717506443111039971e+01,-2.407789746983670739e+03,-2.407789746983670739e+03,-1.485852330431354895e+00,-2.389414138840003034e+03,-2.862850491052085999e+01,-2.862850491052085999e+01,-1.475161178956191144e+00
2.158793969849246423e+03,2.000000000000000000e+02,-3.717174566019082249e+01,-3.717174566019082249e+01,-2.407784835857038161e+03,-2.407784835857038161e+03,-1.491481819065665126e+00,-2.389424969146477906e+03,-2.862595504165801685e+01,-2.862595504165801685e+01,-1.480260916684242867e+00
2.134673366834170793e+03,2.000000000000000000e+02,-3.716831257037017622e+01,-3.716831257037017622e+01,-2.407779702989600082e+03,-2.407779702989600082e+03,-1.497316396464782873e+00,-2.389436266483598956e+03,-2.862331925249054621e+01,-2.862331925249054621e+01,-1.485532495019419974e+00
2.110552763819095617e+03,2.000000000000000000e+02,-3.716475986871034820e+01,-3.716475986871034820e+01,-2.407774334982404071e+03,-2.407774334982404071e+03,-1.503366371144218006e+00,-2.389448057926629644e+03,-2.862059365090590290e+01,-2.862059365090590290e+01,-1.490983698190362361e+00
2.086432160804019986e+03,2.000000000000000000e+02,-3.716108195354161126e+01,-3.716108195354161126e+01,-2.407768717420911344e+03,-2.407768717420911344e+03,-1.509642720695591134e+00,-2.389460372530397763e+03,-2.861777412258298625e+01,-2.861777412258298625e+01,-1.496622754833378810e+00
2.062311557788944810e+03,2.000000000000000000e+02,-3.715727289263190869e+01,-3.715727289263190869e+01,-2.407762834782373830e+03,-2.407762834782373830e+03,-1.516157145384025240e+00,-2.389473241504600537e+03,-2.861485631565619769e+01,-2.861485631565619769e+01,-1.502458368688359247e+00
2.038190954773869407e+03,2.000000000000000000e+02,-3.715332639963799011e+01,-3.715332639963799011e+01,-2.407756670333263173e+03,-2.407756670333263173e+03,-1.522922126854959313e+00,-2.389486698407341009e+03,-2.861183562410587911e+01,-2.861183562410587911e+01,-1.508499751788395127e+00
2.014070351758794004e+03,2.000000000000000000e+02,-3.714923580852200757e+01,-3.714923580852200757e+01,-2.407750206015629374e+03,-2.407750206015629374e+03,-1.529950992533223086e+00,-2.389500779359164426e+03,-2.860870716981162332e+01,-2.860870716981162332e+01,-1.514756660376683328e+00
1.989949748743718601e+03,2.000000000000000000e+02,-3.714499404581852104e+01,-3.714499404581852104e+01,-2.407743422320989339e+03,-2.407743422320989339e+03,-1.537257986339425120e+00,-2.389515523280051639e+03,-2.860546578309504184e+01,-2.860546578309504184e+01,-1.521239433808672104e+00
1.965829145728642970e+03,2.000000000000000000e+02,-3.714059360050987380e+01,-3.714059360050987380e+01,-2.407736298150159200e+03,-2.407736298150159200e+03,-1.544858346435039831e+00,-2.389530972152229879e+03,-2.860210598163757822e+01,-2.860210598163757822e+01,-1.527959036725555775e+00
1.941708542713567795e+03,2.000000000000000000e+02,-3.713602649129916244e+01,-3.713602649129916244e+01,-2.407728810657276881e+03,-2.407728810657276881e+03,-1.552768390831751555e+00,-2.389547171312017781e+03,-2.859862194759205067e+01,-2.859862194759205067e+01,-1.534927104815863252e+00
1.917587939698492391e+03,2.000000000000000000e+02,-3.713128423099351494e+01,-3.713128423099351494e+01,-2.407720935075914895e+03,-2.407720935075914895e+03,-1.561005611736685283e+00,-2.389564169774439051e+03,-2.859500750274207803e+01,-2.859500750274207803e+01,-1.542155994517122597e+00
1.893467336683417216e+03,2.000000000000000000e+02,-3.712635778771846162e+01,-3.712635778771846162e+01,-2.407712644525029646e+03,-2.407712644525029646e+03,-1.569588779707917103e+00,-2.389582020594796631e+03,-2.859125608147678577e+01,-2.859125608147678577e+01,-1.549658837048315529e+00
1.869346733668341585e+03,2.000000000000000000e+02,-3.712123754262620423e+01,-3.712123754262620423e+01,-2.407703909791923707e+03,-2.407703909791923707e+03,-1.578538058764497265e+00,-2.389600781272133190e+03,-2.858736070139616459e+01,-2.858736070139616459e+01,-1.557449597208075298e+00
1.845226130653266409e+03,2.000000000000000000e+02,-3.711591324376377088e+01,-3.711591324376377088e+01,-2.407694699089307051e+03,-2.407694699089307051e+03,-1.587875133784342196e+00,-2.389620514200083107e+03,-2.858331393128878517e+01,-2.858331393128878517e+01,-1.565543137423085929e+00
1.821105527638190779e+03,2.000000000000000000e+02,-3.711037395565881525e+01,-3.711037395565881525e+01,-2.407684977782697842e+03,-2.407684977782697842e+03,-1.597623351697193383e+00,-2.389641287171582917e+03,-2.857910785620765637e+01,-2.857910785620765637e+01,-1.573955287586708662e+00
1.796984924623115603e+03,2.000000000000000000e+02,-3.710460800420605665e+01,-3.710460800420605665e+01,-2.407674708084274243e+03,-2.407674708084274243e+03,-1.607807878179947858e+00,-2.389663173944857135e+03,-2.857473403935478018e+01,-2.857473403935478018e+01,-1.582702921291268883e+00
1.772864321608040200e+03,2.000000000000000000e+02,-3.709860291630548090e+01,-3.709860291630548090e+01,-2.407663848708187288e+03,-2.407663848708187288e+03,-1.618455871802097823e+00,-2.389686254879215539e+03,-2.857018348043607148e+01,-2.857018348043607148e+01,-1.591804039128666526e+00
1.748743718592965024e+03,2.000000000000000000e+02,-3.709234535371615493e+01,-3.709234535371615493e+01,-2.407652354482065675e+03,-2.407652354482065675e+03,-1.629596677841250951e+00,-2.389710617650599943e+03,-2.856544657009249022e+01,-2.856544657009249022e+01,-1.601277859814290050e+00
1.724623115577889394e+03,2.000000000000000000e+02,-3.708582104046240602e+01,-3.708582104046240602e+01,-2.407640175908189576e+03,-2.407640175908189576e+03,-1.641262044298423817e+00,-2.389736358058401947e+03,-2.856051304000857272e+01,-2.856051304000857272e+01,-1.611144919981376766e+00
1.700502512562813990e+03,2.000000000000000000e+02,-3.707901468310160453e+01,-3.707901468310160453e+01,-2.407627258666934722e+03,-2.407627258666934722e+03,-1.653486362992784287e+00,-2.389763580936933067e+03,-2.855537190820223259e+01,-2.855537190820223259e+01,-1.621427183596448440e+00
1.676381909547738587e+03,2.000000000000000000e+02,-3.707190988297816148e+01,-3.707190988297816148e+01,-2.407613543053905687e+03,-2.407613543053905687e+03,-1.666306939046185764e+00,-2.389792401187184623e+03,-2.855001141896718764e+01,-2.855001141896718764e+01,-1.632148162064924080e+00
1.652261306532662957e+03,2.000000000000000000e+02,-3.706448903962336772e+01,-3.706448903962336772e+01,-2.407598963340547925e+03,-2.407598963340547925e+03,-1.679764292533713066e+00,-2.389822944947120959e+03,-2.854441897688457175e+01,-2.854441897688457175e+01,-1.643333046230733840e+00
1.628140703517588008e+03,2.000000000000000000e+02,-3.705673324421422876e+01,-3.705673324421422876e+01,-2.407583447046543824e+03,-2.407583447046543824e+03,-1.693902496607519570e+00,-2.389855350921878198e+03,-2.853858107418591317e+01,-2.853858107418591317e+01,-1.655008851627346678e+00
1.604020100502512378e+03,2.000000000000000000e+02,-3.704862216191008883e+01,-3.704862216191008883e+01,-2.407566914110052039e+03,-2.407566914110052039e+03,-1.708769557055936472e+00,-2.389889771899018797e+03,-2.853248321074374871e+01,-2.853248321074374871e+01,-1.667204578513712843e+00
1.579899497487437202e+03,2.000000000000000000e+02,-3.704013390178852205e+01,-3.704013390178852205e+01,-2.407549275939551990e+03,-2.407549275939551990e+03,-1.724417838983041129e+00,-2.389926376478339080e+03,-2.852610980578725730e+01,-2.852610980578725730e+01,-1.679951388429159698e+00
1.555778894472361799e+03,2.000000000000000000e+02,-3.703124487279626464e+01,-3.703124487279626464e+01,-2.407530434328102274e+03,-2.407530434328102274e+03,-1.740904547077450015e+00,-2.389965351051129346e+03,-2.851944410038322530e+01,-2.851944410038322530e+01,-1.693282799233132518e+00
1.531658291457286396e+03,2.000000000000000000e+02,-3.702192962405933940e+01,-3.702192962405933940e+01,-2.407510280207407050e+03,-2.407510280207407050e+03,-1.758292266969342377e+00,-2.390006902070097112e+03,-2.851246804957054337e+01,-2.851246804957054337e+01,-1.707234900859376570e+00
1.507537688442210765e+03,2.000000000000000000e+02,-3.701216066753875111e+01,-3.701216066753875111e+01,-2.407488692214916227e+03,-2.407488692214916227e+03,-1.776649576200413083e+00,-2.390051258658883853e+03,-2.850516220283952862e+01,-2.850516220283952862e+01,-1.721846594320721069e+00
1.483417085427135589e+03,2.000000000000000000e+02,-3.700190828083432848e+01,-3.700190828083432848e+01,-2.407465535042239935e+03,-2.407465535042239935e+03,-1.796051734609958928e+00,-2.390098675619237838e+03,-2.849750557157494768e+01,-2.849750557157494768e+01,-1.737159856851596462e+00
1.459296482412060413e+03,2.000000000000000000e+02,-3.699114028752992311e+01,-3.699114028752992311e+01,-2.407440657527226904e+03,-2.407440657527226904e+03,-1.816581465359486947e+00,-2.390149436905127004e+03,-2.848947548175897282e+01,-2.848947548175897282e+01,-1.753220036482277200e+00
1.435175879396985010e+03,2.000000000000000000e+02,-3.697982181219347808e+01,-3.697982181219347808e+01,-2.407413890444853678e+03,-2.407413890444853678e+03,-1.838329839418504807e+00,-2.390203859646486308e+03,-2.848104741009365171e+01,-2.848104741009365171e+01,-1.770076179809889405e+00
1.411055276381909607e+03,2.000000000000000000e+02,-3.696791500662902763e+01,-3.696791500662902763e+01,-2.407385043943482742e+03,-2.407385043943482742e+03,-1.861397278143717138e+00,-2.390262298821634886e+03,-2.847219480136118364e+01,-2.847219480136118364e+01,-1.787781397276239970e+00
1.386934673366833977e+03,2.000000000000000000e+02,-3.695537874350350194e+01,-3.695537874350350194e+01,-2.407353904562577100e+03,-2.407353904562577100e+03,-1.885894690622402781e+00,-2.390325152697218073e+03,-2.846288886455113243e+01,-2.846288886455113243e+01,-1.806393270897642012e+00
1.362814070351758573e+03,2.000000000000000000e+02,-3.694216827290824767e+01,-3.694216827290824767e+01,-2.407320231755446912e+03,-2.407320231755446912e+03,-1.911944764683110254e+00,-2.390392869178607270e+03,-2.845309834493423295e+01,-2.845309834493423295e+01,-1.825974310130785039e+00
1.338693467336683398e+03,2.000000000000000000e+02,-3.692823483665983986e+01,-3.692823483665983986e+01,-2.407283753825341591e+03,-2.407283753825341591e+03,-1.939683432907780780e+00,-2.390465953243090553e+03,-2.844278926878905622e+01,-2.844278926878905622e+01,-1.846592462420367120e+00
1.314572864321607994e+03,2.000000000000000000e+02,-3.691352523441469202e+01,-3.691352523441469202e+01,-2.407244163164865313e+03,-2.407244163164865313e+03,-1.969261537635058623e+00,-2.390544975663798141e+03,-2.843192465700855109e+01,-2.843192465700855109e+01,-1.868321685983748148e+00
1.290452261306532591e+03,2.000000000000000000e+02,-3.689798133462772967e+01,-3.689798133462772967e+01,-2.407201110666540444e+03,-2.407201110666540444e+03,-2.000846721625033187e+00,-2.390630583276033576e+03,-2.842046420321617006e+01,-2.842046420321617006e+01,-1.891242593568011054e+00
1.266331658291457188e+03,2.000000000000000000e+02,-3.688153952234551980e+01,-3.688153952234551980e+01,-2.407154199145489201e+03,-2.407154199145489201e+03,-2.034625573874016879e+00,-2.390723511090462580e+03,-2.840836391134598671e+01,-2.840836391134598671e+01,-1.915443177308033595e+00
1.242211055276381785e+03,2.000000000000000000e+02,-3.686413007447686141e+01,-3.686413007447686141e+01,-2.407102975583158241e+03,-2.407102975583158241e+03,-2.070806062592706720e+00,-2.390824596622141144e+03,-2.839557568677832933e+01,-2.839557568677832933e+01,-1.941019626443362345e+00
