param,fitval,fiterror
pB,0.05000,0.00000
pC,0.00000,0.00000
dwB,3.80977,0.09480
dwC,-0.00000,0.00000
kexAB,11.05186,9.81646
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,2.06420,0.25751
R2,13.09277,0.34003
rchi2,16.76502,0.0
