param,fitval,fiterror
pB,0.05000,0.00000
pC,-0.00000,0.00000
dwB,3.73695,0.01535
dwC,0.00000,0.00000
kexAB,11.05186,9.81646
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,2.46366,0.24994
R2,19.99369,0.18532
rchi2,16.76502,0.0
